Detail	hyper_turcan	hypo_turcan	hyper_adi	hypo_adi	SharedSets
MIXL1	1	0	0	0	1
KIAA1147	1	0	0	0	1
ZNF667	1	0	0	0	1
SLC4A1AP	1	0	0	0	1
HIGD1B	1	0	0	0	1
PNPLA2	1	0	0	0	1
PLEKHO1	1	0	0	0	1
NR1H2	1	0	0	0	1
PTPRM	1	0	0	0	1
FLT3	1	0	0	0	1
INTS6	1	0	0	0	1
CRABP2	1	0	0	0	1
DMAP1	1	0	0	0	1
SCYL1	1	0	0	0	1
NAP1L4	1	0	0	0	1
LOC100128977	1	0	0	0	1
RPS3	1	0	0	0	1
UBXN2B	1	0	0	0	1
SRPK1	1	0	0	0	1
PTPN23	1	0	0	0	1
RP9P	1	0	0	0	1
GPN3	1	0	0	0	1
FBXO6	1	0	0	0	1
LOC441666	1	0	0	0	1
GMCL1L	1	0	0	0	1
RPS9	1	0	0	0	1
FOXN2	1	0	0	0	1
DOM3Z	1	0	0	0	1
MYEF2	1	0	0	0	1
KIAA0494	1	0	0	0	1
PI16	1	0	0	0	1
AOC2	1	0	0	0	1
SLC22A15	1	0	0	0	1
C3orf33	1	0	0	0	1
TAS1R2	1	0	0	0	1
NCRNA00115	1	0	0	0	1
NT5E	1	0	0	0	1
FRS2	1	0	0	0	1
LOC282997	1	0	0	0	1
TMEM188	1	0	0	0	1
PIP5K1A	1	0	0	0	1
ACOT4	1	0	0	0	1
LOC728989	1	0	0	0	1
WDR45	1	0	0	0	1
TGFB1	1	0	0	0	1
MIR380	1	0	0	0	1
DDX23	1	0	0	0	1
RIBC1	1	0	0	0	1
TARSL2	1	0	0	0	1
ZNF286A	1	0	0	0	1
NRD1	1	0	0	0	1
CYP4F2	1	0	0	0	1
R3HCC1	1	0	0	0	1
C15orf50	1	0	0	0	1
PPOX	1	0	0	0	1
UBE2Z	1	0	0	0	1
RFPL2	1	0	0	0	1
SMURF2	1	0	0	0	1
PPAPDC1B	1	0	0	0	1
CD300LG	1	0	0	0	1
GNAI3	1	0	0	0	1
PROP1	1	0	0	0	1
PIWIL3	1	0	0	0	1
HLA-C	1	0	0	0	1
SLC25A1	1	0	0	0	1
KDM5B	1	0	0	0	1
MXD1	1	0	0	0	1
CGB5	1	0	0	0	1
ENG	1	0	0	0	1
PGLYRP1	1	0	0	0	1
ZNF837	1	0	0	0	1
COQ2	1	0	0	0	1
SAMHD1	1	0	0	0	1
CLIP1	1	0	0	0	1
HAUS7	1	0	0	0	1
DHX29	1	0	0	0	1
ADCK1	1	0	0	0	1
SETD3	1	0	0	0	1
POLS	1	0	0	0	1
AMZ2	1	0	0	0	1
LVRN	1	0	0	0	1
SNORD113-6	1	0	0	0	1
HTR5A	1	0	0	0	1
TANK	1	0	0	0	1
KCTD17	1	0	0	0	1
PRKRA	1	0	0	0	1
PIN1	1	0	0	0	1
LY6G5B	1	0	0	0	1
CXorf65	1	0	0	0	1
CHRNG	1	0	0	0	1
LOC645166	1	0	0	0	1
CASP6	1	0	0	0	1
MRPL48	1	0	0	0	1
SLC16A1	1	0	0	0	1
DCAF6	1	0	0	0	1
DCLRE1B	1	0	0	0	1
MIR17HG	1	0	0	0	1
MIR181C	1	0	0	0	1
LOC348840	1	0	0	0	1
ZFYVE16	1	0	0	0	1
TNNI2	1	0	0	0	1
FASTKD5	1	0	0	0	1
SERPINE3	1	0	0	0	1
CHRNA9	1	0	0	0	1
SLC25A17	1	0	0	0	1
MIR572	1	0	0	0	1
C1orf105	1	0	0	0	1
C17orf79	1	0	0	0	1
MAP2K4	1	0	0	0	1
MIR1204	1	0	0	0	1
IL1RN	1	0	0	0	1
TMEM11	1	0	0	0	1
AK3	1	0	0	0	1
MTRF1	1	0	0	0	1
ANKRD23	1	0	0	0	1
RNF26	1	0	0	0	1
EFCAB1	1	0	0	0	1
NEK7	1	0	0	0	1
MIR181B1	1	0	0	0	1
VPS37C	1	0	0	0	1
ITGB8	1	0	0	0	1
TGDS	1	0	0	0	1
GBF1	1	0	0	0	1
CHCHD3	1	0	0	0	1
C15orf32	1	0	0	0	1
CD8B	1	0	0	0	1
PACSIN3	1	0	0	0	1
C2orf63	1	0	0	0	1
F2	1	0	0	0	1
PPP2CA	1	0	0	0	1
OR5P3	1	0	0	0	1
SPAG11B	1	0	0	0	1
SLC22A2	1	0	0	0	1
SKIV2L	1	0	0	0	1
KPNA1	1	0	0	0	1
LRRC61	1	0	0	0	1
ZMAT3	1	0	0	0	1
TRIM4	1	0	0	0	1
DCAF8L1	1	0	0	0	1
SHC1	1	0	0	0	1
LUZP1	1	0	0	0	1
KRTAP10-6	1	0	0	0	1
VPS37B	1	0	0	0	1
NOP2	1	0	0	0	1
PHC3	1	0	0	0	1
RPS18	1	0	0	0	1
FAM160B1	1	0	0	0	1
TMEM92	1	0	0	0	1
LOC93432	1	0	0	0	1
LOC283404	1	0	0	0	1
WIPI1	1	0	0	0	1
KCNH7	1	0	0	0	1
AURKAIP1	1	0	0	0	1
CDKN2D	1	0	0	0	1
ACLY	1	0	0	0	1
CAND1	1	0	0	0	1
UBL4A	1	0	0	0	1
HIST1H3B	1	0	0	0	1
MCM3	1	0	0	0	1
A2LD1	1	0	0	0	1
TAF5	1	0	0	0	1
NLRP11	1	0	0	0	1
GJB5	1	0	0	0	1
SOCS6	1	0	0	0	1
VCAM1	1	0	0	0	1
STMN4	1	0	0	0	1
FAM104B	1	0	0	0	1
ABCG8	1	0	0	0	1
CA13	1	0	0	0	1
SSX5	1	0	0	0	1
YIPF4	1	0	0	0	1
TRAF5	1	0	0	0	1
TMEM126B	1	0	0	0	1
CEP55	1	0	0	0	1
NRN1	1	0	0	0	1
HGS	1	0	0	0	1
DNAJC21	1	0	0	0	1
TMEM101	1	0	0	0	1
AKAP4	1	0	0	0	1
SPG21	1	0	0	0	1
TAF10	1	0	0	0	1
CCDC92	1	0	0	0	1
STIL	1	0	0	0	1
RPGR	1	0	0	0	1
C14orf86	1	0	0	0	1
GPR1	1	0	0	0	1
SPINK6	1	0	0	0	1
FBXO5	1	0	0	0	1
GRM5	1	0	0	0	1
KLHL33	1	0	0	0	1
SIGLEC12	1	0	0	0	1
TIMP4	1	0	0	0	1
AMH	1	0	0	0	1
ENPEP	1	0	0	0	1
EPS8L3	1	0	0	0	1
HSPA12A	1	0	0	0	1
MGAT4B	1	0	0	0	1
CST11	1	0	0	0	1
NASP	1	0	0	0	1
SLC16A7	1	0	0	0	1
TRAPPC4	1	0	0	0	1
HTT	1	0	0	0	1
ZMAT1	1	0	0	0	1
SLC36A4	1	0	0	0	1
C11orf85	1	0	0	0	1
THUMPD3	1	0	0	0	1
CYP1B1	1	0	0	0	1
PIGS	1	0	0	0	1
KCNE2	1	0	0	0	1
RBM3	1	0	0	0	1
MAT2A	1	0	0	0	1
NRL	1	0	0	0	1
CYP2D7P1	1	0	0	0	1
HSPA1B	1	0	0	0	1
C19orf62	1	0	0	0	1
TYMS	1	0	0	0	1
CNIH	1	0	0	0	1
ZNF581	1	0	0	0	1
CRY1	1	0	0	0	1
BRP44L	1	0	0	0	1
CHSY3	1	0	0	0	1
EXOC8	1	0	0	0	1
RIN2	1	0	0	0	1
LRRC8C	1	0	0	0	1
SEC23B	1	0	0	0	1
MAGEB10	1	0	0	0	1
DEAF1	1	0	0	0	1
06-Mar	1	0	0	0	1
LAMB3	1	0	0	0	1
TNKS	1	0	0	0	1
SRP9	1	0	0	0	1
HBEGF	1	0	0	0	1
TMIGD1	1	0	0	0	1
COL17A1	1	0	0	0	1
S100Z	1	0	0	0	1
PTPN4	1	0	0	0	1
TMEM213	1	0	0	0	1
APCS	1	0	0	0	1
PABPN1	1	0	0	0	1
SCCPDH	1	0	0	0	1
ARRDC1	1	0	0	0	1
KIAA0947	1	0	0	0	1
SLC23A1	1	0	0	0	1
MIR375	1	0	0	0	1
SFTPB	1	0	0	0	1
HDGFRP3	1	0	0	0	1
C22orf28	1	0	0	0	1
FCGR3B	1	0	0	0	1
LOC572558	1	0	0	0	1
ZNF434	1	0	0	0	1
PML	1	0	0	0	1
PCBP1	1	0	0	0	1
KIAA0564	1	0	0	0	1
MKL2	1	0	0	0	1
NCRNA00051	1	0	0	0	1
AXL	1	0	0	0	1
TAF4B	1	0	0	0	1
ZNF268	1	0	0	0	1
LAD1	1	0	0	0	1
NPPC	1	0	0	0	1
MYO5A	1	0	0	0	1
BMP8A	1	0	0	0	1
RTP3	1	0	0	0	1
LIF	1	0	0	0	1
DCI	1	0	0	0	1
SHFM1	1	0	0	0	1
KIAA1191	1	0	0	0	1
HHIP	1	0	0	0	1
LRRC67	1	0	0	0	1
MSGN1	1	0	0	0	1
IL11	1	0	0	0	1
TICAM1	1	0	0	0	1
C5orf4	1	0	0	0	1
ARF5	1	0	0	0	1
HDAC6	1	0	0	0	1
TLR6	1	0	0	0	1
MGAT3	1	0	0	0	1
VSIG2	1	0	0	0	1
KC6	1	0	0	0	1
SCGN	1	0	0	0	1
FHOD1	1	0	0	0	1
VPS26B	1	0	0	0	1
ZNF799	1	0	0	0	1
TNRC6C	1	0	0	0	1
TMEM39A	1	0	0	0	1
C12orf57	1	0	0	0	1
ARHGEF18	1	0	0	0	1
C22orf26	1	0	0	0	1
UEVLD	1	0	0	0	1
SLC35D1	1	0	0	0	1
RAB3IL1	1	0	0	0	1
JHDM1D	1	0	0	0	1
RRN3P2	1	0	0	0	1
VAMP3	1	0	0	0	1
GPR20	1	0	0	0	1
MANEAL	1	0	0	0	1
N4BP1	1	0	0	0	1
OR2M7	1	0	0	0	1
SH2D5	1	0	0	0	1
VKORC1L1	1	0	0	0	1
LOC730101	1	0	0	0	1
NCRNA00200	1	0	0	0	1
HRNR	1	0	0	0	1
SNHG9	1	0	0	0	1
NKAPL	1	0	0	0	1
PYGM	1	0	0	0	1
SNRPA1	1	0	0	0	1
IVD	1	0	0	0	1
CHIA	1	0	0	0	1
AGK	1	0	0	0	1
SCGB1D1	1	0	0	0	1
GSPT2	1	0	0	0	1
ADAL	1	0	0	0	1
OR52E2	1	0	0	0	1
FSD1	1	0	0	0	1
CSTA	1	0	0	0	1
KPRP	1	0	0	0	1
CPA4	1	0	0	0	1
LOC729082	1	0	0	0	1
SGOL2	1	0	0	0	1
SRR	1	0	0	0	1
PPIC	1	0	0	0	1
PPPDE2	1	0	0	0	1
IL18BP	1	0	0	0	1
USP53	1	0	0	0	1
ARHGEF5L	1	0	0	0	1
C2orf7	1	0	0	0	1
SERTAD3	1	0	0	0	1
UTRN	1	0	0	0	1
TJP3	1	0	0	0	1
FBXO11	1	0	0	0	1
GLB1	1	0	0	0	1
MIR665	1	0	0	0	1
IGFL4	1	0	0	0	1
LASS6	1	0	0	0	1
CDC42EP4	1	0	0	0	1
UFD1L	1	0	0	0	1
ZNF267	1	0	0	0	1
FGF20	1	0	0	0	1
ACER3	1	0	0	0	1
MAP1LC3B	1	0	0	0	1
C5orf62	1	0	0	0	1
SPG7	1	0	0	0	1
RBM9	1	0	0	0	1
RBMX	1	0	0	0	1
IPP	1	0	0	0	1
OGT	1	0	0	0	1
DTD1	1	0	0	0	1
OR1F2P	1	0	0	0	1
SLC7A5P1	1	0	0	0	1
ITPRIP	1	0	0	0	1
EP400NL	1	0	0	0	1
KIAA0753	1	0	0	0	1
RALB	1	0	0	0	1
ACP6	1	0	0	0	1
ANKRD58	1	0	0	0	1
EEF1B2	1	0	0	0	1
PTP4A3	1	0	0	0	1
ACSBG2	1	0	0	0	1
LOC148145	1	0	0	0	1
CHDH	1	0	0	0	1
ZNF580	1	0	0	0	1
NOXO1	1	0	0	0	1
ZMYM1	1	0	0	0	1
CALB2	1	0	0	0	1
WIPF1	1	0	0	0	1
MCM6	1	0	0	0	1
FAM194A	1	0	0	0	1
POR	1	0	0	0	1
ARPC4	1	0	0	0	1
LOC400891	1	0	0	0	1
MAK	1	0	0	0	1
DNM1L	1	0	0	0	1
RAE1	1	0	0	0	1
ZAN	1	0	0	0	1
DMBX1	1	0	0	0	1
KIAA1908	1	0	0	0	1
OR10S1	1	0	0	0	1
FAM170B	1	0	0	0	1
CD52	1	0	0	0	1
DNM1P35	1	0	0	0	1
SPA17	1	0	0	0	1
LASS5	1	0	0	0	1
HCRTR1	1	0	0	0	1
MAGEA4	1	0	0	0	1
PTGER1	1	0	0	0	1
WDTC1	1	0	0	0	1
ZNF596	1	0	0	0	1
FAM66E	1	0	0	0	1
TGIF2LY	1	0	0	0	1
ADIPOR2	1	0	0	0	1
SPRED3	1	0	0	0	1
DHX35	1	0	0	0	1
SLC27A1	1	0	0	0	1
DNASE1L2	1	0	0	0	1
SGIP1	1	0	0	0	1
TESSP1	1	0	0	0	1
USF2	1	0	0	0	1
UQCRFS1	1	0	0	0	1
DNA2	1	0	0	0	1
PHF14	1	0	0	0	1
LOC100128292	1	0	0	0	1
ITGB1BP3	1	0	0	0	1
HSF5	1	0	0	0	1
PYDC1	1	0	0	0	1
FMNL2	1	0	0	0	1
CDKN2AIPNL	1	0	0	0	1
SPEF1	1	0	0	0	1
COPS8	1	0	0	0	1
ZNF828	1	0	0	0	1
ANKRD53	1	0	0	0	1
NUSAP1	1	0	0	0	1
FYCO1	1	0	0	0	1
SLMAP	0	1	0	0	1
DCAF4L2	0	1	0	0	1
CCNJ	0	1	0	0	1
QRFPR	0	1	0	0	1
RFX6	0	1	0	0	1
DOK5	0	1	0	0	1
DUSP27	0	1	0	0	1
POLE3	0	1	0	0	1
LOC153328	0	1	0	0	1
OR2B11	0	1	0	0	1
MIR886	0	1	0	0	1
BTK	0	1	0	0	1
MYH1	0	1	0	0	1
SLAMF1	0	1	0	0	1
UCK1	0	1	0	0	1
GNL3	0	1	0	0	1
GOLT1A	0	1	0	0	1
PNMA2	0	1	0	0	1
NOSTRIN	0	1	0	0	1
CHP2	0	1	0	0	1
C15orf41	0	1	0	0	1
TRANK1	0	1	0	0	1
FREM1	0	1	0	0	1
EPB41L4A	0	1	0	0	1
TAF7L	0	1	0	0	1
UTP3	0	1	0	0	1
MED25	0	1	0	0	1
FADS6	0	1	0	0	1
MAMLD1	0	1	0	0	1
LOC643923	0	1	0	0	1
MIAT	0	1	0	0	1
RPA2	0	1	0	0	1
F11R	0	1	0	0	1
NCRNA00173	0	1	0	0	1
GPR88	0	1	0	0	1
CLTCL1	0	1	0	0	1
SKAP2	0	1	0	0	1
VWA3A	0	1	0	0	1
TUFM	0	1	0	0	1
ACY3	0	1	0	0	1
RASSF8	0	1	0	0	1
CASQ2	0	1	0	0	1
GNG5	0	1	0	0	1
DDX39	0	1	0	0	1
ASPDH	0	1	0	0	1
SIGLECP3	0	1	0	0	1
HTR2C	0	1	0	0	1
FRYL	0	1	0	0	1
PTH2	0	1	0	0	1
MTERF	0	1	0	0	1
LRRIQ3	0	1	0	0	1
TSHZ2	0	1	0	0	1
UBXN1	0	1	0	0	1
LPPR2	0	1	0	0	1
TIMM13	0	1	0	0	1
IFNA14	0	1	0	0	1
PSEN2	0	1	0	0	1
NLGN1	0	1	0	0	1
CHCHD5	0	1	0	0	1
RRP7A	0	1	0	0	1
UNC13C	0	1	0	0	1
PPP3CB	0	1	0	0	1
SLITRK5	0	1	0	0	1
CAMSAP1L1	0	1	0	0	1
DSCR10	0	1	0	0	1
SCN1B	0	1	0	0	1
KHDRBS2	0	1	0	0	1
HLA-DRB1	0	1	0	0	1
PKDCC	0	1	0	0	1
SNORD115-3	0	1	0	0	1
SPON1	0	1	0	0	1
GUCY2F	0	1	0	0	1
ARMCX2	0	1	0	0	1
LOC157381	0	1	0	0	1
SLC2A7	0	1	0	0	1
ZPLD1	0	1	0	0	1
ZFP42	0	1	0	0	1
KDM4C	0	1	0	0	1
FAM46D	0	1	0	0	1
TAF2	0	1	0	0	1
KRT82	0	1	0	0	1
CYTH2	0	1	0	0	1
MIR424	0	1	0	0	1
TMEM144	0	1	0	0	1
SNORA9	0	1	0	0	1
DEFB129	0	1	0	0	1
OTUB1	0	1	0	0	1
GPATCH2	0	1	0	0	1
RCC2	0	1	0	0	1
FOXE3	0	1	0	0	1
NPY6R	0	1	0	0	1
CYSLTR1	0	1	0	0	1
CHRNB2	0	1	0	0	1
VENTXP1	0	1	0	0	1
FITM2	0	1	0	0	1
ZNF284	0	1	0	0	1
NEIL1	0	1	0	0	1
KIAA0195	0	1	0	0	1
RNPC3	0	1	0	0	1
UGT1A9	0	1	0	0	1
TSSK3	0	1	0	0	1
NIPSNAP1	0	1	0	0	1
RNPS1	0	1	0	0	1
ZP2	0	1	0	0	1
SGMS2	0	1	0	0	1
MIR34A	0	1	0	0	1
UBE2DNL	0	1	0	0	1
C6orf182	0	1	0	0	1
TFEC	0	1	0	0	1
RPS6KB2	0	1	0	0	1
SEC61G	0	1	0	0	1
TPM3	0	1	0	0	1
TMEM26	0	1	0	0	1
PPP1R1B	0	1	0	0	1
ELAVL4	0	1	0	0	1
ADH6	0	1	0	0	1
CABP2	0	1	0	0	1
MVD	0	1	0	0	1
OR10V1	0	1	0	0	1
LCE6A	0	1	0	0	1
NPY5R	0	1	0	0	1
SLC1A6	0	1	0	0	1
PIK3R3	0	1	0	0	1
SPRR2D	0	1	0	0	1
ZNF692	0	1	0	0	1
psiTPTE22	0	1	0	0	1
NF2	0	1	0	0	1
MAPK1	0	1	0	0	1
FAM164A	0	1	0	0	1
KIF5C	0	1	0	0	1
VPS33A	0	1	0	0	1
PCDHB16	0	1	0	0	1
MYH2	0	1	0	0	1
DKFZP434H168	0	1	0	0	1
RYR2	0	1	0	0	1
MIR216B	0	1	0	0	1
NRSN1	0	1	0	0	1
ZNF727	0	1	0	0	1
COMMD8	0	1	0	0	1
LGALS14	0	1	0	0	1
C20orf71	0	1	0	0	1
TARP	0	1	0	0	1
MDP1	0	1	0	0	1
FOXD4	0	1	0	0	1
LOC643406	0	1	0	0	1
LOC150381	0	1	0	0	1
TMEM174	0	1	0	0	1
CRB1	0	1	0	0	1
ZNF233	0	1	0	0	1
MESP1	0	1	0	0	1
MSH3	0	1	0	0	1
VWA2	0	1	0	0	1
IGF2AS	0	1	0	0	1
ANKRD36	0	1	0	0	1
NTF4	0	1	0	0	1
MIR2110	0	1	0	0	1
GABRR1	0	1	0	0	1
CAMK1	0	1	0	0	1
ZNF225	0	1	0	0	1
OTOL1	0	1	0	0	1
CXorf27	0	1	0	0	1
C10orf76	0	1	0	0	1
CST5	0	1	0	0	1
ZNF518A	0	1	0	0	1
MGAM	0	1	0	0	1
NAPRT1	0	1	0	0	1
ZNF200	0	1	0	0	1
SSRP1	0	1	0	0	1
PSMC4	0	1	0	0	1
CLEC4M	0	1	0	0	1
TP53INP2	0	1	0	0	1
POLB	0	1	0	0	1
GALM	0	1	0	0	1
NMUR2	0	1	0	0	1
INA	0	1	0	0	1
BAI3	0	1	0	0	1
VIL1	0	1	0	0	1
REEP3	0	1	0	0	1
MIR1260	0	1	0	0	1
F13A1	0	1	0	0	1
HEPACAM2	0	1	0	0	1
RALYL	0	1	0	0	1
HIST1H2BE	0	1	0	0	1
ING3	0	1	0	0	1
OR8D1	0	1	0	0	1
NUDT13	0	1	0	0	1
HBA1	0	1	0	0	1
CPE	0	1	0	0	1
PZP	0	1	0	0	1
TTLL4	0	1	0	0	1
FGF6	0	1	0	0	1
SLC6A16	0	1	0	0	1
PTN	0	1	0	0	1
SAA3P	0	1	0	0	1
OR14A16	0	1	0	0	1
P2RX6	0	1	0	0	1
MGC16121	0	1	0	0	1
XRRA1	0	1	0	0	1
GPR64	0	1	0	0	1
C3orf14	0	1	0	0	1
CCR4	0	1	0	0	1
CHP	0	1	0	0	1
NPNT	0	1	0	0	1
MIR519C	0	1	0	0	1
MIR374B	0	1	0	0	1
NLRP7	0	1	0	0	1
CACNG5	0	1	0	0	1
NKAIN3	0	1	0	0	1
SERHL	0	1	0	0	1
LUZP2	0	1	0	0	1
IFNG	0	1	0	0	1
MEP1B	0	1	0	0	1
HSPC159	0	1	0	0	1
SH3TC2	0	1	0	0	1
ASCL4	0	1	0	0	1
PEX5L	0	1	0	0	1
FOXP3	0	1	0	0	1
UBL4B	0	1	0	0	1
MFHAS1	0	1	0	0	1
CCL17	0	1	0	0	1
NPAS4	0	1	0	0	1
PCSK7	0	1	0	0	1
ULK4	0	1	0	0	1
CENPT	0	1	0	0	1
GDPD2	0	1	0	0	1
SMARCD2	0	1	0	0	1
IRX2	0	1	0	0	1
LOC728606	0	1	0	0	1
GZMH	0	1	0	0	1
SPAG17	0	1	0	0	1
C8orf86	0	1	0	0	1
KIAA1429	0	1	0	0	1
C17orf74	0	1	0	0	1
FOXC2	0	1	0	0	1
SHC2	0	1	0	0	1
DLGAP4	0	1	0	0	1
DARS	0	1	0	0	1
MAP7D2	0	1	0	0	1
CTNNB1	0	1	0	0	1
DAPL1	0	1	0	0	1
GPR128	0	1	0	0	1
ADAP2	0	1	0	0	1
POU4F1	0	1	0	0	1
ATP6V0E2	0	1	0	0	1
MIR1286	0	1	0	0	1
DEFB128	0	1	0	0	1
AKD1	0	1	0	0	1
PAH	0	1	0	0	1
FAM86D	0	1	0	0	1
TNFRSF11B	0	1	0	0	1
ETV3	0	1	0	0	1
CLLU1OS	0	1	0	0	1
C17orf54	0	1	0	0	1
CARHSP1	0	1	0	0	1
RAB1B	0	1	0	0	1
MMP12	0	1	0	0	1
PLD1	0	1	0	0	1
MIR548F3	0	1	0	0	1
PAQR5	0	1	0	0	1
PGPEP1	0	1	0	0	1
CRYBB3	0	1	0	0	1
PCDHB6	0	1	0	0	1
UBE2C	0	1	0	0	1
SLC35C2	0	1	0	0	1
LOC401010	0	1	0	0	1
C19orf18	0	1	0	0	1
MRPS21	0	1	0	0	1
LOC441177	0	1	0	0	1
C10orf84	0	1	0	0	1
TBX4	0	1	0	0	1
ADRA1A	0	1	0	0	1
OR5H1	0	1	0	0	1
MRS2	0	1	0	0	1
LCTL	0	1	0	0	1
LAX1	0	1	0	0	1
PARP3	0	1	0	0	1
OLAH	0	1	0	0	1
C1orf123	0	1	0	0	1
ABCC12	0	1	0	0	1
RNF130	0	1	0	0	1
MON1B	0	1	0	0	1
LOC646851	0	1	0	0	1
C5orf49	0	1	0	0	1
MINPP1	0	1	0	0	1
BEND2	0	1	0	0	1
AWAT1	0	1	0	0	1
BAD	0	1	0	0	1
SNORD116-18	0	1	0	0	1
ZSCAN12L1	0	1	0	0	1
SPTLC1	0	1	0	0	1
PSMA1	0	1	0	0	1
SDHC	0	1	0	0	1
ARC	0	1	0	0	1
TBC1D5	0	1	0	0	1
SDR42E1	0	1	0	0	1
SEPSECS	0	1	0	0	1
RAD51L3	0	1	0	0	1
PROL1	0	1	0	0	1
KCTD13	0	1	0	0	1
CLEC11A	0	1	0	0	1
SLCO1C1	0	1	0	0	1
FAM175A	0	1	0	0	1
OLIG3	0	1	0	0	1
OPN4	0	1	0	0	1
EEF1E1	0	1	0	0	1
GBA	0	1	0	0	1
LOC642852	0	1	0	0	1
MPND	0	1	0	0	1
SLC27A6	0	1	0	0	1
ZNF625	0	1	0	0	1
C21orf90	0	1	0	0	1
UBE2J1	0	1	0	0	1
ZNF415	0	1	0	0	1
APCDD1	0	1	0	0	1
MSH6	0	1	0	0	1
SPOCK2	0	1	0	0	1
C20orf30	0	1	0	0	1
HERC2P4	0	1	0	0	1
HEBP2	0	1	0	0	1
LOC143188	0	1	0	0	1
LOC100130691	0	1	0	0	1
NUDT10	0	1	0	0	1
TMEM70	0	1	0	0	1
FOXG1	0	1	0	0	1
BEX1	0	1	0	0	1
OR6K2	0	1	0	0	1
ZNF880	0	1	0	0	1
ABHD2	0	1	0	0	1
FZD4	0	1	0	0	1
C3orf66	0	1	0	0	1
TCL6	0	1	0	0	1
MS4A6A	0	1	0	0	1
SOD3	0	1	0	0	1
CCL3L3	0	1	0	0	1
NOL3	0	1	0	0	1
SPATA22	0	1	0	0	1
ZNF80	0	1	0	0	1
CEACAM18	0	1	0	0	1
CRYM	0	1	0	0	1
RWDD3	0	1	0	0	1
NRIP2	0	1	0	0	1
PSMA8	0	1	0	0	1
SNORD1C	0	1	0	0	1
PCDH1	0	1	0	0	1
GPR12	0	1	0	0	1
TUBA3E	0	1	0	0	1
OR5T2	0	1	0	0	1
RCHY1	0	1	0	0	1
SLC45A2	0	1	0	0	1
VN1R2	0	1	0	0	1
WTAP	0	1	0	0	1
BBS10	0	1	0	0	1
RRAGA	0	1	0	0	1
OLFM2	0	1	0	0	1
UMODL1	0	1	0	0	1
HIC1	0	1	0	0	1
KIR2DL4	0	1	0	0	1
MAP2K7	0	1	0	0	1
PHOSPHO1	0	1	0	0	1
SMCR7	0	1	0	0	1
ADAMTS5	0	1	0	0	1
SOD1	0	1	0	0	1
PCDHB4	0	1	0	0	1
IL28B	0	1	0	0	1
C6orf58	0	1	0	0	1
MS4A3	0	1	0	0	1
C3orf55	0	1	0	0	1
AP3M2	0	1	0	0	1
C10orf67	0	1	0	0	1
LOC100128811	0	1	0	0	1
ADCY1	0	1	0	0	1
KLF10	0	1	0	0	1
NDUFAB1	0	1	0	0	1
BMP6	0	1	0	0	1
KIAA1598	0	1	0	0	1
ZFP37	0	1	0	0	1
SLC38A11	0	1	0	0	1
DPY19L4	0	1	0	0	1
LOC100125556	0	1	0	0	1
DSCR8	0	1	0	0	1
CXorf36	0	1	0	0	1
C1orf173	0	1	0	0	1
C1orf141	0	1	0	0	1
THSD7B	0	1	0	0	1
ALMS1P	0	1	0	0	1
TFIP11	0	1	0	0	1
10-Sep	0	1	0	0	1
ZNF772	0	1	0	0	1
PPFIA3	0	1	0	0	1
ZNF577	0	1	0	0	1
RPRM	0	1	0	0	1
LILRA4	0	1	0	0	1
VWDE	0	1	0	0	1
CREM	0	1	0	0	1
HRASLS2	0	1	0	0	1
KLF8	0	1	0	0	1
LOC253724	0	1	0	0	1
YPEL4	0	1	0	0	1
FAM123B	0	1	0	0	1
LRGUK	0	1	0	0	1
ETS2	0	1	0	0	1
FOLR1	0	1	0	0	1
TNFSF11	0	1	0	0	1
NFE2L1	0	1	0	0	1
CCK	0	1	0	0	1
CD27	0	1	0	0	1
C1orf227	0	1	0	0	1
METAP1	0	1	0	0	1
BPI	0	1	0	0	1
OR2L13	0	1	0	0	1
KLHL4	0	1	0	0	1
AIF1L	0	1	0	0	1
RPS23	0	1	0	0	1
C6orf221	0	1	0	0	1
ZMIZ2	0	1	0	0	1
ZNF497	0	1	0	0	1
METTL7A	0	1	0	0	1
C20orf70	0	1	0	0	1
LAYN	0	1	0	0	1
AKNAD1	0	1	0	0	1
TRPC5	0	1	0	0	1
CD207	0	1	0	0	1
DEPDC1B	0	1	0	0	1
SCLT1	0	1	0	0	1
FGA	0	1	0	0	1
OGFOD2	0	1	0	0	1
FAM48A	0	1	0	0	1
HNRNPH1	0	1	0	0	1
CTDSP1	0	1	0	0	1
OTUD6A	0	1	0	0	1
PKIB	0	1	0	0	1
NPFFR2	0	1	0	0	1
TSLP	0	1	0	0	1
CCDC134	0	1	0	0	1
GUCY1B3	0	1	0	0	1
RAB17	0	1	0	0	1
CHFR	0	1	0	0	1
LOC154449	0	1	0	0	1
CEP120	0	1	0	0	1
NTF3	0	1	0	0	1
HIST2H2BA	0	1	0	0	1
SLC17A4	0	1	0	0	1
TRIML1	0	1	0	0	1
PGBD5	0	1	0	0	1
SLC34A2	0	1	0	0	1
RALA	0	1	0	0	1
RORB	0	1	0	0	1
AKR7A3	0	1	0	0	1
C19orf45	0	1	0	0	1
LOC144571	0	1	0	0	1
ZNF23	0	1	0	0	1
KLHDC7B	0	1	0	0	1
ZNF878	0	1	0	0	1
SAAL1	0	1	0	0	1
SCIN	0	1	0	0	1
DLG2	0	1	0	0	1
TECPR2	0	1	0	0	1
PDHX	0	1	0	0	1
HIST1H2AI	0	1	0	0	1
