Detail	hyper_turcan	hypo_turcan	hyper_adi	hypo_adi	SharedSets
NRBF2	1	1	0	0	2
ASB10	1	1	0	0	2
ITGB3	1	1	0	0	2
FBXW8	1	1	0	0	2
IL1F9	1	1	0	0	2
SPINT2	1	0	1	0	2
MAP7	1	1	0	0	2
LRRC15	1	0	1	0	2
PCDHB15	1	1	0	0	2
STK39	1	1	0	0	2
SCARA3	1	0	1	0	2
SHROOM2	1	1	0	0	2
SCUBE3	1	1	0	0	2
TMEM87B	1	1	0	0	2
IFNGR1	1	1	0	0	2
MST4	1	1	0	0	2
IRF7	1	1	0	0	2
VWCE	1	1	0	0	2
ST6GAL1	1	1	0	0	2
ABCA1	1	1	0	0	2
C8orf71	1	1	0	0	2
C9orf37	1	1	0	0	2
CKAP5	1	1	0	0	2
MAP6D1	1	1	0	0	2
LRSAM1	1	0	1	0	2
LRIG1	1	1	0	0	2
ADCY6	1	1	0	0	2
TMEM151A	1	1	0	0	2
MAGED1	1	1	0	0	2
KCNV1	1	1	0	0	2
FXN	1	1	0	0	2
SARDH	1	1	0	0	2
EXTL1	1	1	0	0	2
IRF5	1	1	0	0	2
MGC23270	1	1	0	0	2
DNASE1L3	1	1	0	0	2
HCP5	1	1	0	0	2
VPS4B	1	0	0	1	2
GNA14	1	0	1	0	2
ZIK1	1	1	0	0	2
MMP17	1	1	0	0	2
ENDOG	1	0	1	0	2
FAM162B	1	1	0	0	2
SVEP1	1	0	1	0	2
WFIKKN2	1	1	0	0	2
PALM2	1	1	0	0	2
FAM5B	1	1	0	0	2
BLCAP	1	1	0	0	2
TRIM25	1	0	1	0	2
FBP1	1	1	0	0	2
C11orf52	1	1	0	0	2
BCL2L11	1	1	0	0	2
SLC6A6	1	0	1	0	2
TCL1B	1	1	0	0	2
NR2F2	1	0	1	0	2
ACTN1	1	1	0	0	2
CHCHD6	1	1	0	0	2
MAN2A2	1	1	0	0	2
SLC11A1	1	1	0	0	2
C14orf115	1	1	0	0	2
SNX30	1	1	0	0	2
UNC13B	1	1	0	0	2
PCDP1	1	1	0	0	2
CORO2A	1	1	0	0	2
HLA-DMA	1	1	0	0	2
FRMD3	1	0	1	0	2
ANKRD34C	1	1	0	0	2
STARD13	1	0	1	0	2
DSC2	1	0	1	0	2
DPCR1	1	1	0	0	2
FAM54B	1	1	0	0	2
KANK1	1	1	0	0	2
ANKRD19	1	1	0	0	2
RRAGD	1	0	1	0	2
ZNF853	1	1	0	0	2
ZNF502	1	1	0	0	2
TMSB15B	1	1	0	0	2
PKN1	1	1	0	0	2
AFF2	1	1	0	0	2
COL15A1	1	1	0	0	2
SCN3B	1	1	0	0	2
SULT1C2	1	1	0	0	2
BAT2L1	1	1	0	0	2
C20orf46	1	1	0	0	2
ERICH1	1	1	0	0	2
PPP2R2B	1	1	0	0	2
MBNL3	1	1	0	0	2
NHLH1	1	1	0	0	2
ESRRB	1	1	0	0	2
INPP5D	1	1	0	0	2
CLCNKA	1	1	0	0	2
EFHD2	1	1	0	0	2
CNGA4	1	1	0	0	2
SIGLEC15	1	0	1	0	2
SLC37A2	1	1	0	0	2
LPAR4	1	1	0	0	2
MDM4	1	0	0	1	2
WNK2	1	1	0	0	2
LOC285954	1	1	0	0	2
TLE1	1	1	0	0	2
FOXD2	1	1	0	0	2
NHP2L1	1	1	0	0	2
FAM155A	1	1	0	0	2
PRSS3	1	1	0	0	2
UTP14A	1	1	0	0	2
OLFM1	1	1	0	0	2
STX17	1	0	1	0	2
OSR1	1	1	0	0	2
MOBKL2B	1	1	0	0	2
PTGS1	1	0	1	0	2
PRAM1	1	1	0	0	2
GOLSYN	1	1	0	0	2
RNF208	1	0	1	0	2
NR5A1	1	1	0	0	2
FAM101A	1	1	0	0	2
ATP2B2	1	1	0	0	2
CELA3A	1	1	0	0	2
BTNL2	1	1	0	0	2
HSD17B12	1	1	0	0	2
GADD45G	1	1	0	0	2
IVNS1ABP	1	1	0	0	2
TMEM132B	1	1	0	0	2
ZNF74	1	1	0	0	2
NTRK2	1	1	0	0	2
LOC157627	1	1	0	0	2
GLIS3	1	1	0	0	2
CCR3	1	1	0	0	2
LOC92249	1	1	0	0	2
IL1R2	1	1	0	0	2
PQBP1	1	1	0	0	2
DENR	1	0	0	1	2
GALNT12	1	0	1	0	2
LRRC20	1	0	0	1	2
BARHL1	1	1	0	0	2
PHF19	1	1	0	0	2
SLITRK2	1	1	0	0	2
GPX6	1	1	0	0	2
PPARA	1	0	1	0	2
FLJ44817	1	1	0	0	2
WFS1	1	0	1	0	2
GLP2R	1	1	0	0	2
MYBL2	1	1	0	0	2
RNF112	1	1	0	0	2
ABO	1	1	0	0	2
CPT1C	1	0	1	0	2
ASB16	1	1	0	0	2
BNC2	1	1	0	0	2
SFTA3	1	1	0	0	2
COMTD1	1	0	1	0	2
CXorf67	1	1	0	0	2
P4HA2	1	1	0	0	2
TTC7A	1	1	0	0	2
RGS3	1	1	0	0	2
NCR1	1	1	0	0	2
SIM1	1	0	1	0	2
SYTL2	1	1	0	0	2
TM7SF3	1	0	0	1	2
IL11RA	1	0	1	0	2
EIF4E3	1	1	0	0	2
PDE7B	1	1	0	0	2
ZNF157	1	1	0	0	2
KCNJ1	1	1	0	0	2
LMO3	1	1	0	0	2
ODZ2	1	1	0	0	2
CABP1	1	1	0	0	2
CD4	1	1	0	0	2
PTPN20B	1	1	0	0	2
CSRNP1	1	0	1	0	2
DISP1	1	0	1	0	2
KIAA0141	1	1	0	0	2
PPEF2	1	1	0	0	2
C4orf49	1	1	0	0	2
SLC5A8	1	1	0	0	2
SFXN1	1	0	1	0	2
DDC	1	1	0	0	2
MRC2	1	0	1	0	2
CPVL	1	1	0	0	2
NOTO	1	1	0	0	2
NPY2R	1	1	0	0	2
TTYH1	1	1	0	0	2
LASS2	1	1	0	0	2
KIAA0040	1	1	0	0	2
SOX7	1	1	0	0	2
BANK1	1	1	0	0	2
C17orf108	1	1	0	0	2
NTSR1	1	1	0	0	2
CACNA2D4	1	1	0	0	2
MATN4	1	1	0	0	2
SGCE	1	1	0	0	2
TMEM233	1	1	0	0	2
GSX1	1	1	0	0	2
SEC1	1	1	0	0	2
MAG	1	1	0	0	2
SIX2	1	1	0	0	2
ONECUT1	1	1	0	0	2
MYADM	1	1	0	0	2
AADACL3	1	1	0	0	2
PLCD1	1	1	0	0	2
PRKAR2B	1	1	0	0	2
MAP1A	1	0	1	0	2
NAALADL1	1	1	0	0	2
KLRAQ1	1	1	0	0	2
GPR4	1	1	0	0	2
KCNQ3	1	1	0	0	2
PCDH20	1	1	0	0	2
GMPPA	1	1	0	0	2
MXRA5	1	1	0	0	2
SLC9A9	1	1	0	0	2
INMT	1	1	0	0	2
C4orf22	1	1	0	0	2
C11orf93	1	1	0	0	2
SORBS3	1	0	1	0	2
HES6	1	1	0	0	2
C20orf195	1	1	0	0	2
CORO1B	1	1	0	0	2
CDH7	1	1	0	0	2
TBX22	1	1	0	0	2
AOAH	1	1	0	0	2
C19orf66	1	1	0	0	2
ACOT2	1	0	0	1	2
TLR5	1	1	0	0	2
DALRD3	1	1	0	0	2
TNIP2	1	1	0	0	2
TMEM120A	1	1	0	0	2
UPRT	1	1	0	0	2
EMILIN3	1	1	0	0	2
COL5A3	1	1	0	0	2
TMOD2	1	0	1	0	2
ARMC2	1	1	0	0	2
C1orf87	1	1	0	0	2
TREML2	1	1	0	0	2
LSAMP	1	0	0	1	2
NBLA00301	1	1	0	0	2
TBX21	1	1	0	0	2
NEDD4L	1	0	1	0	2
PITX2	1	1	0	0	2
DMKN	1	1	0	0	2
KIFC1	1	1	0	0	2
RP5-1022P6.2	1	1	0	0	2
PATL1	1	1	0	0	2
FAM157A	1	1	0	0	2
TUBB	1	1	0	0	2
TMEM132D	1	1	0	0	2
SNAP91	1	1	0	0	2
RBM17	1	1	0	0	2
GPD1L	1	1	0	0	2
RCN3	1	1	0	0	2
GNAI2	1	1	0	0	2
GJA3	1	1	0	0	2
CCND2	1	1	0	0	2
PRPH	1	1	0	0	2
PADI6	1	1	0	0	2
ZNF219	1	1	0	0	2
PTGFRN	1	1	0	0	2
LOC440461	1	1	0	0	2
OSTBETA	1	1	0	0	2
TMEM184B	1	1	0	0	2
CCDC85B	1	0	0	1	2
CHGA	1	1	0	0	2
KLHL3	1	1	0	0	2
KCNE3	1	1	0	0	2
MIOX	1	1	0	0	2
DRD1	1	1	0	0	2
APOL2	1	1	0	0	2
SACS	1	1	0	0	2
HIPK1	1	1	0	0	2
GYG2	1	1	0	0	2
HAND2	1	0	1	0	2
ADRA1B	1	0	1	0	2
KIAA1274	1	1	0	0	2
CARKD	1	1	0	0	2
APBB1	1	1	0	0	2
FRMPD1	1	1	0	0	2
SLC9A4	1	1	0	0	2
NCALD	1	1	0	0	2
STAG3	1	1	0	0	2
SYPL2	1	1	0	0	2
SLC27A5	1	1	0	0	2
CSMD3	1	1	0	0	2
GHR	1	1	0	0	2
GJC2	1	0	1	0	2
ENTPD1	1	1	0	0	2
A2M	1	1	0	0	2
MICAL1	1	1	0	0	2
LHFPL2	1	0	1	0	2
ERGIC3	1	1	0	0	2
LOH12CR1	1	1	0	0	2
FAM24B	1	1	0	0	2
HS3ST4	1	1	0	0	2
GABRA1	1	1	0	0	2
CSF2RB	1	1	0	0	2
HCG9	1	1	0	0	2
CDH3	1	1	0	0	2
MIR196A2	1	1	0	0	2
AQP5	1	0	1	0	2
GRM7	1	1	0	0	2
ASIP	1	1	0	0	2
IL17RB	1	1	0	0	2
ADCYAP1	1	1	0	0	2
FZD10	1	1	0	0	2
LETM1	1	1	0	0	2
PALM3	1	1	0	0	2
MEST	1	1	0	0	2
DUSP11	1	0	0	1	2
NKX2-2	1	0	1	0	2
NARS	1	1	0	0	2
USP29	1	1	0	0	2
PHLDA2	1	0	1	0	2
GIF	1	1	0	0	2
MIR200A	1	1	0	0	2
VGF	1	1	0	0	2
UBE2QP1	1	1	0	0	2
ZC4H2	1	1	0	0	2
ZNF350	1	1	0	0	2
QTRT1	1	0	1	0	2
LONRF3	1	1	0	0	2
HYDIN	1	1	0	0	2
FOXB1	1	1	0	0	2
MDFI	1	1	0	0	2
CLIC6	1	0	1	0	2
SCN4B	1	1	0	0	2
CPN1	1	1	0	0	2
SRI	1	1	0	0	2
EMX2	1	1	0	0	2
JPH1	1	0	0	1	2
NT5DC1	1	0	1	0	2
STK10	1	1	0	0	2
OTP	1	1	0	0	2
ADAMTSL1	1	1	0	0	2
FSCN3	1	1	0	0	2
C10orf79	1	1	0	0	2
ANKMY1	1	1	0	0	2
BRUNOL6	1	1	0	0	2
KCNE1	1	1	0	0	2
ZNF140	1	1	0	0	2
IL1RAPL2	1	1	0	0	2
CCNE1	1	1	0	0	2
XIRP1	1	1	0	0	2
MPPE1	1	0	1	0	2
PCSK5	1	1	0	0	2
GDF15	1	1	0	0	2
ONECUT2	1	1	0	0	2
MYLK4	1	1	0	0	2
AGXT	1	1	0	0	2
RHOBTB1	1	1	0	0	2
CSNK1A1	1	1	0	0	2
ENTPD2	1	0	1	0	2
LIN7A	1	1	0	0	2
CYB5R4	1	0	0	1	2
KIAA1530	1	1	0	0	2
CPA6	1	1	0	0	2
LRP8	1	1	0	0	2
KLHDC9	1	0	1	0	2
ZNF521	1	0	1	0	2
CADPS	1	1	0	0	2
GGT5	1	1	0	0	2
B3GALTL	1	1	0	0	2
RHBDF1	1	0	1	0	2
OSBPL2	1	1	0	0	2
GCOM1	1	1	0	0	2
SPEN	1	1	0	0	2
NEB	1	1	0	0	2
FGF21	1	1	0	0	2
ZNF610	1	1	0	0	2
ASGR2	1	1	0	0	2
TCTEX1D1	1	1	0	0	2
GNAI1	1	0	1	0	2
FAM129C	1	1	0	0	2
MAP7D1	1	1	0	0	2
PACRG	1	1	0	0	2
FAM174A	1	1	0	0	2
LOC150622	1	1	0	0	2
IRF4	1	1	0	0	2
SRGAP3	1	1	0	0	2
KDELR3	1	1	0	0	2
SMTN	1	0	1	0	2
OVOL2	1	1	0	0	2
LAPTM5	1	1	0	0	2
RAP1GAP	1	1	0	0	2
CMBL	1	1	0	0	2
GABRA4	1	1	0	0	2
CR2	1	1	0	0	2
FAM50A	1	1	0	0	2
IL10RB	1	1	0	0	2
VWA3B	1	1	0	0	2
ZNF660	1	1	0	0	2
FLG2	1	1	0	0	2
DHRS7C	1	1	0	0	2
SLC2A10	1	0	1	0	2
FAM47E	1	1	0	0	2
PRSSL1	1	1	0	0	2
PALM	1	1	0	0	2
OR8U8	1	1	0	0	2
FXYD1	1	1	0	0	2
CLDN3	1	1	0	0	2
SLC4A4	1	1	0	0	2
KLF1	1	1	0	0	2
NINL	1	0	0	1	2
IRX3	1	0	1	0	2
MCOLN3	1	1	0	0	2
CYP2J2	1	1	0	0	2
FIGN	1	0	1	0	2
GPR162	1	0	1	0	2
GAPDHS	1	1	0	0	2
SERINC2	1	1	0	0	2
TMEM22	1	1	0	0	2
GXYLT2	1	1	0	0	2
NHLH2	1	1	0	0	2
EIF4EBP1	1	1	0	0	2
KLHL26	1	1	0	0	2
DGCR6	1	1	0	0	2
LGALS2	1	1	0	0	2
DOCK6	1	1	0	0	2
RAB20	1	1	0	0	2
CREG1	1	1	0	0	2
FAM131C	1	0	1	0	2
PLBD2	1	1	0	0	2
ZXDC	1	1	0	0	2
ATP5I	1	1	0	0	2
MUC17	1	1	0	0	2
PCDHGB4	1	0	0	1	2
RNASET2	1	0	1	0	2
HOXA6	1	1	0	0	2
CECR1	1	1	0	0	2
SFRS7	1	1	0	0	2
08-Mar	1	1	0	0	2
NEUROD2	1	1	0	0	2
LAMP3	1	1	0	0	2
SLC6A1	1	1	0	0	2
NCRNA00171	1	1	0	0	2
TMPRSS4	1	1	0	0	2
SST	1	1	0	0	2
C3orf51	1	1	0	0	2
LEMD2	1	1	0	0	2
TTLL2	1	1	0	0	2
CYP2B6	1	1	0	0	2
NPL	1	0	1	0	2
CNGA3	1	1	0	0	2
MAGEH1	1	1	0	0	2
CSRP1	1	1	0	0	2
SDR16C5	1	1	0	0	2
KRT84	1	1	0	0	2
ABCA4	1	1	0	0	2
PXK	1	1	0	0	2
GNB1L	1	0	1	0	2
ISPD	1	1	0	0	2
ZBTB48	1	0	1	0	2
RAC2	1	1	0	0	2
C6orf186	1	1	0	0	2
ZNF8	1	1	0	0	2
HPCAL4	1	1	0	0	2
NEUROG1	1	1	0	0	2
GPR132	1	1	0	0	2
TPPP2	1	0	1	0	2
GABRD	1	1	0	0	2
MPZL2	1	1	0	0	2
TNIK	1	0	1	0	2
STAR	1	1	0	0	2
ERG	1	1	0	0	2
CYP27B1	1	1	0	0	2
ATP6V1C2	1	0	1	0	2
MPP2	1	0	1	0	2
CEP72	1	0	0	1	2
ABCB9	1	0	1	0	2
SUV420H1	1	1	0	0	2
GOLGA5	1	0	0	1	2
NKX3-1	1	0	1	0	2
KIAA1211	1	1	0	0	2
CD72	1	1	0	0	2
LIPE	1	1	0	0	2
FAM180B	1	1	0	0	2
C10orf41	1	1	0	0	2
FAM96B	1	1	0	0	2
ANKDD1A	1	1	0	0	2
WDR13	1	1	0	0	2
06-Sep	1	1	0	0	2
PEG3	1	1	0	0	2
ATP5O	1	1	0	0	2
NUDT8	1	1	0	0	2
SLC36A2	1	1	0	0	2
ADAM28	1	1	0	0	2
TSTA3	1	1	0	0	2
VSTM2B	1	1	0	0	2
PPEF1	1	1	0	0	2
TMEM98	1	1	0	0	2
MDGA1	1	1	0	0	2
B3GAT2	1	1	0	0	2
TGFB2	1	0	1	0	2
NUP133	1	1	0	0	2
SOX11	1	1	0	0	2
WDR81	1	1	0	0	2
POU6F1	1	1	0	0	2
DPYSL3	1	1	0	0	2
AP1G2	1	1	0	0	2
PNPLA1	1	1	0	0	2
RCVRN	1	1	0	0	2
PAGE2B	1	1	0	0	2
TERF1	1	1	0	0	2
SH3GL3	1	1	0	0	2
RUNX1T1	1	1	0	0	2
RGR	1	1	0	0	2
ZNF323	1	1	0	0	2
TMEM196	1	1	0	0	2
CYP2U1	1	1	0	0	2
AIFM1	1	1	0	0	2
RNFT2	1	0	1	0	2
SMUG1	1	0	1	0	2
CD248	1	1	0	0	2
TECTA	1	1	0	0	2
ZDHHC11	1	1	0	0	2
RALY	1	1	0	0	2
MYBPC3	1	1	0	0	2
SLFN12L	1	1	0	0	2
DNASE1L1	1	1	0	0	2
ZNF721	1	1	0	0	2
VPS8	1	0	1	0	2
CD79A	1	1	0	0	2
LHX2	1	1	0	0	2
ENPP7	1	1	0	0	2
APOF	1	1	0	0	2
CCND3	1	0	1	0	2
ANO6	1	0	1	0	2
CD84	1	1	0	0	2
KIR2DL3	1	1	0	0	2
ACTA2	1	1	0	0	2
CHRNA6	1	1	0	0	2
IGFL1	1	1	0	0	2
POM121C	1	1	0	0	2
TSPAN3	1	1	0	0	2
FLT1	1	0	1	0	2
SMPDL3A	1	0	1	0	2
TIGIT	1	1	0	0	2
TTC14	1	1	0	0	2
POLRMT	1	1	0	0	2
EPHX2	1	1	0	0	2
CYP2E1	1	1	0	0	2
SAMD14	1	1	0	0	2
SEC11A	1	0	1	0	2
RTKN2	1	1	0	0	2
RDH13	1	1	0	0	2
T	1	1	0	0	2
FARS2	1	0	1	0	2
CNPY1	1	1	0	0	2
MYBPC2	1	1	0	0	2
C1orf183	1	1	0	0	2
IGSF9	1	1	0	0	2
KCNJ10	1	1	0	0	2
TRIM68	1	1	0	0	2
TMEM93	1	1	0	0	2
ENPP5	1	1	0	0	2
MYO9A	1	1	0	0	2
FOXQ1	1	1	0	0	2
GFRA3	1	1	0	0	2
CDC6	1	1	0	0	2
NCCRP1	1	1	0	0	2
TXNL1	1	1	0	0	2
SEL1L3	1	1	0	0	2
KLK7	1	1	0	0	2
UTS2R	1	1	0	0	2
TDP1	1	1	0	0	2
KIAA1324L	1	1	0	0	2
P4HA3	1	1	0	0	2
FIP1L1	1	1	0	0	2
IL15RA	1	1	0	0	2
ZNF542	1	1	0	0	2
GPR85	1	1	0	0	2
SMO	1	0	1	0	2
LOC389033	1	1	0	0	2
VSX1	1	1	0	0	2
ANKFN1	1	1	0	0	2
NGEF	1	1	0	0	2
TBC1D2B	1	1	0	0	2
APOC2	1	1	0	0	2
KLK9	1	1	0	0	2
PROSC	1	1	0	0	2
PCSK2	1	1	0	0	2
HES3	1	1	0	0	2
ESPNP	1	1	0	0	2
SLC6A12	1	1	0	0	2
EPDR1	1	1	0	0	2
FAM117A	1	1	0	0	2
KIF13A	1	0	0	1	2
OR13J1	1	1	0	0	2
GCM2	1	1	0	0	2
LAMA2	1	1	0	0	2
STAM2	1	0	1	0	2
EN1	1	1	0	0	2
FGF13	1	1	0	0	2
PDE5A	1	0	1	0	2
ZYX	1	0	1	0	2
IL1RAPL1	1	1	0	0	2
RBM47	1	1	0	0	2
POLG	1	0	0	1	2
MAGI1	1	1	0	0	2
C2orf78	1	1	0	0	2
PFDN5	1	1	0	0	2
CCDC104	1	1	0	0	2
LRRN1	1	1	0	0	2
PTAFR	1	1	0	0	2
BCL7A	1	0	0	1	2
LOC254559	1	1	0	0	2
NOG	1	1	0	0	2
KIAA1755	1	0	1	0	2
NEK3	1	1	0	0	2
SLC41A2	1	0	0	1	2
MAGEB6	1	0	0	1	2
GPR149	1	1	0	0	2
NEDD9	1	1	0	0	2
MIR548N	1	1	0	0	2
SGCA	1	1	0	0	2
EVC2	1	1	0	0	2
TNK1	1	1	0	0	2
C19orf54	1	1	0	0	2
COX6B2	1	1	0	0	2
GMFG	1	1	0	0	2
GLRA4	1	1	0	0	2
NBEAL2	1	0	1	0	2
EGLN1	1	1	0	0	2
WIZ	1	1	0	0	2
DOK1	1	0	1	0	2
ANKRD33B	1	1	0	0	2
GREB1L	1	1	0	0	2
EGR2	1	1	0	0	2
C1orf230	1	1	0	0	2
SETD2	1	1	0	0	2
OTOP1	1	1	0	0	2
SLC25A14	1	1	0	0	2
ESPNL	1	1	0	0	2
NANOS2	1	1	0	0	2
ALS2	1	1	0	0	2
SUPT4H1	1	0	0	1	2
SLC2A12	1	0	1	0	2
ACRC	1	1	0	0	2
NUP210	1	1	0	0	2
SHISA3	1	1	0	0	2
EXOC7	1	1	0	0	2
C22orf15	1	1	0	0	2
C6orf134	1	1	0	0	2
ENTPD4	1	1	0	0	2
PRPS1	1	0	1	0	2
YPEL1	1	1	0	0	2
ZMAT4	1	1	0	0	2
SYDE2	1	1	0	0	2
FBXL12	1	0	1	0	2
HK3	1	1	0	0	2
CTU1	1	1	0	0	2
ZNF608	1	1	0	0	2
BOP1	1	0	1	0	2
TNFAIP8	1	0	1	0	2
RNF20	1	0	0	1	2
C19orf63	1	1	0	0	2
SIPA1L3	1	1	0	0	2
SULF2	1	1	0	0	2
C10orf72	1	1	0	0	2
CALCRL	1	1	0	0	2
LOC145845	1	1	0	0	2
SPDYE4	1	1	0	0	2
HOXD13	1	1	0	0	2
MYT1	1	1	0	0	2
FLJ39609	1	1	0	0	2
PATZ1	1	0	0	1	2
COL9A1	1	1	0	0	2
GBX2	1	1	0	0	2
PGAM2	1	1	0	0	2
GTF2F2	1	1	0	0	2
HIPK4	1	1	0	0	2
RNF144A	1	1	0	0	2
FAM134B	1	1	0	0	2
PIGF	1	0	1	0	2
LY6H	1	1	0	0	2
ECSIT	1	1	0	0	2
TSPAN7	1	1	0	0	2
PPIL6	1	1	0	0	2
CLEC10A	1	1	0	0	2
ZNF470	1	1	0	0	2
KCNMB4	1	1	0	0	2
TAF1A	1	1	0	0	2
ZNF695	1	1	0	0	2
NPAS2	1	1	0	0	2
SYNPO2	1	1	0	0	2
PITX1	1	0	1	0	2
NT5M	1	0	1	0	2
CSNK1G1	1	1	0	0	2
GRM6	1	1	0	0	2
IPPK	1	0	0	1	2
COBLL1	1	0	1	0	2
EGLN2	1	1	0	0	2
IFNGR2	1	1	0	0	2
KIAA2022	1	1	0	0	2
SPPL2B	1	1	0	0	2
PNMA3	1	1	0	0	2
SLC26A1	1	0	1	0	2
BRUNOL5	1	1	0	0	2
CEP57	1	0	0	1	2
OSTM1	1	0	1	0	2
TEX13B	1	1	0	0	2
ADAMTS19	1	1	0	0	2
ZHX1	1	1	0	0	2
C2orf40	1	1	0	0	2
MACROD2	1	1	0	0	2
CTTNBP2	1	1	0	0	2
MTUS2	1	1	0	0	2
LPHN3	1	1	0	0	2
RARB	1	1	0	0	2
AFMID	1	0	1	0	2
SNX32	1	1	0	0	2
AGL	1	1	0	0	2
CECR6	1	1	0	0	2
NAB1	1	1	0	0	2
GTF3A	1	1	0	0	2
HTR1E	1	1	0	0	2
OCM2	1	1	0	0	2
RAD21L1	1	1	0	0	2
LSR	1	1	0	0	2
HOXC10	1	1	0	0	2
CHRND	1	1	0	0	2
HOXB7	1	1	0	0	2
SRMS	1	1	0	0	2
CHADL	1	0	1	0	2
WNT11	1	0	1	0	2
TNFRSF4	1	1	0	0	2
PAPSS1	1	1	0	0	2
SLC17A6	1	1	0	0	2
CXCR7	1	1	0	0	2
PLB1	1	1	0	0	2
SLFNL1	1	1	0	0	2
BPTF	1	0	0	1	2
ETFA	1	0	1	0	2
MAD2L1BP	1	1	0	0	2
CUL4A	1	1	0	0	2
C7orf31	1	1	0	0	2
UQCR	1	1	0	0	2
LRRC3	1	1	0	0	2
HTR6	1	1	0	0	2
ASAH2	1	1	0	0	2
FRMPD2	1	1	0	0	2
10-Mar	1	1	0	0	2
PROC	1	1	0	0	2
PSTPIP1	1	1	0	0	2
HLA-A	1	1	0	0	2
ABI3	1	1	0	0	2
DARC	1	1	0	0	2
LRFN2	1	1	0	0	2
BTBD6	1	0	1	0	2
ZNF710	1	1	0	0	2
LOC285501	1	1	0	0	2
LOC100287216	1	1	0	0	2
MYCL1	1	1	0	0	2
FYN	1	1	0	0	2
CRYGC	1	1	0	0	2
TNFSF13	1	1	0	0	2
KIF5A	1	1	0	0	2
DUSP26	1	1	0	0	2
IDH3B	1	1	0	0	2
C4orf50	1	1	0	0	2
RGS22	1	0	1	0	2
INHA	1	0	1	0	2
ZNF492	1	1	0	0	2
LELP1	1	1	0	0	2
ESR2	1	1	0	0	2
FAM193B	1	1	0	0	2
ST3GAL6	1	1	0	0	2
HKDC1	1	1	0	0	2
ODZ3	1	1	0	0	2
MRGPRX1	1	1	0	0	2
ZNF781	1	1	0	0	2
DEGS2	1	1	0	0	2
FCHSD1	1	1	0	0	2
CD109	1	0	0	1	2
STUB1	1	0	1	0	2
CTSW	1	1	0	0	2
FLJ12825	1	1	0	0	2
ABP1	1	1	0	0	2
CPNE8	1	1	0	0	2
HOXD3	1	1	0	0	2
C14orf4	1	1	0	0	2
TNR	1	1	0	0	2
STYK1	1	1	0	0	2
ANKRD5	1	1	0	0	2
TRIM59	1	1	0	0	2
SND1	1	1	0	0	2
NOC2L	1	0	1	0	2
CYP46A1	1	0	1	0	2
ANKRD46	1	0	1	0	2
WFDC2	1	1	0	0	2
LRRC66	1	1	0	0	2
RAVER2	1	0	1	0	2
PCYT1A	1	1	0	0	2
ALDH3B2	1	1	0	0	2
MED15	1	0	1	0	2
IGSF1	1	1	0	0	2
MAPK15	1	1	0	0	2
CDKN3	1	0	1	0	2
HAPLN2	1	0	1	0	2
PFDN1	1	1	0	0	2
PCSK9	1	1	0	0	2
DHRS7	1	0	0	1	2
ZNF280B	1	1	0	0	2
UNK	1	1	0	0	2
CCDC116	1	0	1	0	2
RBM38	1	1	0	0	2
CYP1A2	1	1	0	0	2
EYA1	1	1	0	0	2
SLC35D3	1	0	1	0	2
LRRC17	1	1	0	0	2
GIMAP8	1	1	0	0	2
AACS	1	1	0	0	2
USP3	1	1	0	0	2
CLPB	1	1	0	0	2
WFDC10A	1	1	0	0	2
APOBEC3A	1	1	0	0	2
KY	1	1	0	0	2
FAM3B	1	1	0	0	2
S1PR5	1	0	1	0	2
RHCG	1	1	0	0	2
OSBPL10	1	1	0	0	2
KCNAB1	1	1	0	0	2
TSNAX-DISC1	1	0	1	0	2
MANBA	1	0	1	0	2
UPK3A	1	1	0	0	2
ATP2B3	1	1	0	0	2
LY75	1	1	0	0	2
GIPC2	1	0	1	0	2
TMEM9B	1	0	1	0	2
FAM109A	1	1	0	0	2
LOC441897	1	1	0	0	2
C1QL4	1	0	1	0	2
CELSR3	1	1	0	0	2
GATA1	1	1	0	0	2
C1QA	1	1	0	0	2
BAG5	1	1	0	0	2
MMP14	1	0	1	0	2
KIAA1409	1	1	0	0	2
CRABP1	1	1	0	0	2
FAAH	1	1	0	0	2
EDC3	1	1	0	0	2
PRSS16	1	0	1	0	2
JAKMIP2	1	1	0	0	2
FAM187B	1	1	0	0	2
ZNF454	1	1	0	0	2
NR1I2	1	1	0	0	2
INPP5B	1	1	0	0	2
GBX1	1	1	0	0	2
FBLL1	1	0	1	0	2
MRPL54	1	1	0	0	2
PEX11G	1	1	0	0	2
PDX1	1	1	0	0	2
TP53AIP1	1	1	0	0	2
ANLN	1	0	1	0	2
RPS6KC1	1	1	0	0	2
FAM92A3	1	1	0	0	2
NAPSB	1	1	0	0	2
GJA10	1	1	0	0	2
GP9	1	1	0	0	2
MYO1F	1	1	0	0	2
SLC25A39	1	1	0	0	2
CAPN9	1	1	0	0	2
PAQR9	1	1	0	0	2
IGFN1	1	1	0	0	2
FLJ20184	1	1	0	0	2
TXLNB	1	1	0	0	2
ATM	1	1	0	0	2
ANK2	1	1	0	0	2
CRAMP1L	1	1	0	0	2
UBA2	1	1	0	0	2
ZNF703	1	1	0	0	2
STMN3	1	1	0	0	2
RNF185	1	1	0	0	2
H2AFY2	1	1	0	0	2
ETS1	1	0	1	0	2
LRRC10B	1	1	0	0	2
B4GALNT1	1	1	0	0	2
CLSTN2	1	1	0	0	2
MTNR1A	1	1	0	0	2
TPH2	1	1	0	0	2
