Gene_name,ID,baseMean,log2FoldChange,lfcSE,pvalue,padj,IR132H_AP_N5_R3,IR132H_AP_N5_R7,IR132H_AP_N5_R8,IR132H_AP_N5_R11,IR132H_AP_N5_R14,Adi_6_IR132H_AP_N6_R2,Adi_7_IR132H_AP_N6_R3,Adi_13_IR132H_AP_N6_R1,Adi_21_IR132H_AP_N6_R5,Adi_24_IR132H_AP_N6_R8,Adi_25_IR132H_AP_N6_R4,Adi_26_IR132H_AP_N6_R3,Adi_27_IR132H_AP_N6_R4,Adi_11_IR132H_AP_N6_R6,Adi_23_IR132H_AP_N6_R8,Adi_4_IR132H_AP_N6_R5,Adi_5_IR132H_AP_N6_R12,Adi_8_IR132H_AP_N6_R8,Adi_12_IR132H_AP_N6_R4,Adi_14_IR132H_AP_N6_R2,Adi_20_IR132H_AP_N6_R4,Adi_1_IWT_AP_R2,Adi_2_IWT_AP_R1,Adi_3_IWT_AP_R2,Adi_19_IWT_AP_R2,Adi10_Iwt_AP-4&5,Adi13_IR132H_AP-8&9-R11,Adi18_IR132H_AP-8&9-401-R1,Adi20_IR132H_AP-14&15-R1,Adi21_IR132H_AP-14&15-R2,Adi22_IR132H_AP-14&15-R3,Adi26_Iwt_AP-4&5-R2,Adi28_Iwt_AP-4&5-R6,IAP10112H,IAP13R3
Igkv8-30,ENSMUSG00000076577,28.11363299520783,3.893036993964621,2.007410108590459,4.0692558565730104e-7,3.033227600243289e-6,0.5205291049049063,0,0,0,0,22.774427356470582,0,4.031056314380152,0,0.9499194397835123,0,0,0,12.245172332612652,7.009888784163856,268.46845110935874,28.091593337474873,99.14600592765413,101.55306488066958,218.58509950886415,83.40284169086283,0,0,0,0,0,22.952308835664095,1.3463974411518742,14.700877317439494,5.529482705599208,41.41054401862035,0,0,0,51.259494726599094
C330021F23Rik,ENSMUSG00000065952,15.79938386458016,3.726890292801243,0.8667179752221839,1.1589179358539455e-9,2.332273896159583e-8,8.848994783383407,22.926298690668716,25.65366583407099,21.566784397615095,36.025797155858605,10.717377579515569,9.293079824386638,12.093168943140455,2.613777108917997,20.898227675237273,11.418295909272535,19.756673415690855,48.09804367545124,5.442298814494512,5.007063417259897,35.95559613071769,9.832057668116205,42.96326923531679,68.48927631487018,4.967843170656003,36.21439178682201,0,0.8197963528877615,0,0,0.6879663540985658,17.487473398601217,16.15676929382249,18.621111268756692,3.159704403199547,10.89751158384746,0,1.2898671958179793,15.661244642313397,9.415009235497793
Cxcl9,ENSMUSG00000029417,97.23384446112011,3.715648554603536,0.7371355818416861,7.664761675796035e-11,2.7700172488698912e-9,50.49132317577591,4.485580178609097,9.976425602138718,23.10726899744474,4.503224644482326,28.133116146228367,18.586159648773275,9.674535154512364,13.068885544589985,60.79484414614479,35.396717318744855,13.94588711695825,6.166415855827082,20.40862055435442,18.02542830213563,250.49065304399988,88.48851901304585,386.66942311785107,814.786218228628,99.35686341312007,87.79246493775034,6.0073474288729924,8.197963528877615,3.063877061417956,1.467818723093267,10.319495311478486,202.19891117132656,18.84956417612624,196.99175605368922,217.2296777199689,518.7215513911392,3.2740349842575056,0,7.228266757990799,165.28571768985015
Acp5,ENSMUSG00000001348,70.23786225608055,3.662939743450084,0.6386867504692392,4.0634944109533845e-12,2.580586991483826e-10,202.48582180800855,26.91348107165458,34.20488777876132,67.2678275258947,28.52042274838806,24.114099553910027,26.846675048228064,42.7291969324296,31.365325307015965,32.29726095263942,7.992807136490774,6.972943558479125,139.36099834169204,21.769195257978048,11.015539517971774,119.85198710239229,44.946549339959795,70.50382643744294,89.74456896431265,434.6862774324003,77.91581263225342,7.008572000351824,3.279185411551046,1.531938530708978,4.403456169279801,2.063899062295697,416.96694384789777,13.463974411518741,65.66391868456307,41.866083342394,277.8865453881103,2.455526238193129,5.159468783271917,45.77902280060839,29.291139843770914
Gsx2,ENSMUSG00000035946,179.0836259353405,3.633271833583036,0.7937583233312696,7.970752793239085e-10,1.7144597764117206e-8,369.5756644824835,345.3896737529005,285.0407314896777,435.44364688518095,156.1117876753873,1.339672197439446,29.944368323023614,343.4459979851889,31.365325307015965,386.6172119918895,89.06270809232576,339.34991984598406,501.94625066432445,326.53792886967074,433.6116919347071,0,57.58776634182349,99.14600592765413,116.90410957193357,198.71372682624013,8.779246493775034,1.001224571478832,8.197963528877615,15.319385307089778,1.467818723093267,9.63152895737992,14.208572136363488,8.078384646911244,74.48444507502677,75.83290567678914,0,1.6370174921287528,6.449335979089896,618.0168078082132,877.6880831758499
H2-Aa,ENSMUSG00000036594,980.8843415475627,3.584858676063937,0.5385603069096799,2.871464960839005e-14,5.759440845202833e-12,994.2105903683711,274.61718649040137,225.89477970556953,467.79382348160357,198.89242179796938,416.6380534036677,368.62549970067,149.1490836320656,316.26703017907766,559.5025500324888,310.57764873221294,158.05338732552684,442.74865844838445,753.75838580749,971.3703029484201,1332.7540965786022,408.7326830602594,3845.763407704895,3548.4530228652566,1869.1509929593212,931.6975341518755,166.2032788654861,38.53042858572479,21.447139429925688,41.09892424661148,105.25885217708056,1791.3730562692122,165.60688526168053,2894.1127145599216,2402.1652725324557,6675.815596264954,33.55885858863943,95.45017249053046,166.25013543378836,1189.4295000845545
Cd74,ENSMUSG00000024610,2094.471883309143,3.5594743319123516,0.477904113762456,1.3943702045006272e-16,7.520591373329838e-14,1921.793455308914,764.0438237564161,837.3071487509281,1158.9579139385064,684.4901459613135,755.5751193558475,1034.6295537817125,272.4994068520982,938.3459821015609,1316.588343539948,823.2591350585498,450.9170167816501,850.9653881041372,1576.906081499785,2286.2251563208692,2448.5760965018744,894.7172477985747,7632.039211853197,5149.685069123256,3451.4090428132586,2378.0783940013125,297.36369772921313,132.80700916781737,56.68172563623218,107.1507667858085,284.8180705968062,3753.7954617184923,565.4869252837872,7143.646317787764,5427.582238596023,14592.857761930136,112.95420695688394,197.3496809601508,536.0964512176508,2470.916868249532
Aplnr,ENSMUSG00000044338,60.591979332398935,3.527523401004489,0.7195658815967364,4.179510894428265e-10,1.0328197917658511e-8,84.32571499459482,14.453536131073756,12.1142310883113,10.783392198807547,15.76128625568814,25.453771751349475,117.71234444223076,5.643478840132212,445.64899707051853,7.599355518268099,0,52.297076688593435,75.23027344109039,32.653792886967075,65.09182442437867,91.08751019781813,8.427478001242461,145.41414202722603,140.52110140464742,296.8286294466962,8.779246493775034,5.0061228573941605,1.639592705775523,0,1.467818723093267,4.127798124591394,234.98792379370383,24.235153940733735,13.720818829610193,14.218669814397963,15.256516217386446,4.911052476386258,3.869601587453938,49.39315617960379,92.05786808042286
H2-Ab1,ENSMUSG00000073421,790.706141550829,3.45491905996234,0.5333331675635963,1.470102208163333e-13,2.0086944732117694e-11,960.896727654457,215.8062463708599,222.33177056194856,379.4727064247037,222.15908246112807,371.08919869072656,292.2157322557132,119.31926690565248,325.41525006029065,461.660847734787,250.0606804130685,105.75631063693339,398.3504642864295,565.9990767074293,617.8716256898713,1188.9317120557314,366.5952930540471,2627.369157082834,3149.3258608923925,1589.709814609921,940.4767806456505,148.18123657886713,38.53042858572479,13.7874467763808,44.034561692798015,83.24392884592646,1761.3164613653662,146.75732108555428,2130.647152540897,1774.9639484973457,5040.0991075294505,39.288419811090066,74.81229735744279,109.62871249619377,898.6103259214005
Scgb3a1,ENSMUSG00000064057,21.66383615937598,3.37927247068706,0.9128754806663121,5.0948311420538495e-8,5.281498900117982e-7,140.5428583243247,21.431105297799018,30.641878635140348,33.37716632964241,60.04299525976434,8.038033184636676,15.488466373977731,7.255901365884273,47.04798796052395,2.849758319350537,1.1418295909272533,3.4864717792395625,16.032681225150412,6.80287351811814,26.036729769751467,38.35263587276553,5.618318667494974,22.032445761700917,44.872284482156324,145.3094127416881,12.071463928940672,1.001224571478832,0,0,0,0,28.963627816433263,1.3463974411518742,1.960116975658599,5.529482705599208,3.269253475154238,0.8185087460643764,1.2898671958179793,3.6141333789953993,21.968354882828184
H2-Eb1,ENSMUSG00000060586,645.0225109725857,3.314190077027994,0.5489327750936484,3.438506793847585e-12,2.3313076062286625e-10,807.8611708124146,152.5097260727093,143.94556940228722,276.2602382361172,150.10748814941084,233.1029623544636,189.99185418746015,91.10187270499142,206.48839160452178,341.9709983220644,175.84175700279704,74.37806462377733,233.0905193502637,397.2878134580994,494.69786562527787,1011.5507711441909,290.74799104286495,2343.1506067568926,2542.3691707916464,1402.173734917657,685.8786323261745,105.12858000527736,33.611650468398224,18.383262368507733,27.888555738772077,99.06715499019347,1267.2953378548818,109.05819273330181,1793.5070327276183,1542.725674862179,4206.43947136512,34.377367334703806,95.45017249053046,106.01457911719838,892.3336530977354
Foxa1,ENSMUSG00000035451,28.320975934208633,3.285930063896767,1.1712053870957868,4.768530665709036e-7,3.481157555139545e-6,34.87545002862872,31.399061250263678,26.366267662795185,126.83323205264114,47.283858767064416,21.434755159031138,362.4301131510789,19.34907030902473,854.705114616185,22.798066554804297,1.1418295909272533,9.297258077972167,28.365512936804574,66.66816047755778,0,2.3970397420478458,0,13.21946745702055,16.5318942828997,88.17921627914406,0,1.001224571478832,0,0,0,0,4.371868349650304,37.69912835225248,0,1.5798522015997736,2.1795023167694922,0.8185087460643764,0,13.251822389649798,0
