Gene_name,ID,baseMean,log2FoldChange,lfcSE,pvalue,padj,IR132H_AP_N5_R3,IR132H_AP_N5_R7,IR132H_AP_N5_R8,IR132H_AP_N5_R11,IR132H_AP_N5_R14,Adi_6_IR132H_AP_N6_R2,Adi_7_IR132H_AP_N6_R3,Adi_13_IR132H_AP_N6_R1,Adi_21_IR132H_AP_N6_R5,Adi_24_IR132H_AP_N6_R8,Adi_25_IR132H_AP_N6_R4,Adi_26_IR132H_AP_N6_R3,Adi_27_IR132H_AP_N6_R4,Adi_11_IR132H_AP_N6_R6,Adi_23_IR132H_AP_N6_R8,Adi_4_IR132H_AP_N6_R5,Adi_5_IR132H_AP_N6_R12,Adi_8_IR132H_AP_N6_R8,Adi_12_IR132H_AP_N6_R4,Adi_14_IR132H_AP_N6_R2,Adi_20_IR132H_AP_N6_R4,Adi_1_IWT_AP_R2,Adi_2_IWT_AP_R1,Adi_3_IWT_AP_R2,Adi_19_IWT_AP_R2,Adi10_Iwt_AP-4&5,Adi13_IR132H_AP-8&9-R11,Adi18_IR132H_AP-8&9-401-R1,Adi20_IR132H_AP-14&15-R1,Adi21_IR132H_AP-14&15-R2,Adi22_IR132H_AP-14&15-R3,Adi26_Iwt_AP-4&5-R2,Adi28_Iwt_AP-4&5-R6,IAP10112H,IAP13R3
Vars,ENSMUSG00000007029,3384.5237570225963,1.2399815993736931,0.19999136238638116,9.941868935932207e-11,3.3608264525133746e-9,4326.117390864676,5740.545833024397,6907.249525823614,5527.772239055393,5045.112676701699,2514.56471459384,3288.717693407938,3420.7543883829967,5580.414127539924,3357.0153001949325,2394.4166521744505,4126.820429359896,5148.957239615613,2883.057796978468,2008.8338430046708,3450.5387086778737,2533.8617190402333,2534.8328848836904,2349.8906873550286,3056.4655107461062,2766.5600513508575,1588.9433949369063,2315.9246969079263,765.9692653544889,1363.603593753645,1587.8263452594897,7184.072665562862,3865.507053547031,2877.4517202668235,2519.864261551639,3233.291686927542,1438.9383755811737,1021.5748190878395,5839.234829330233,3893.6293749469764
Plekhh3,ENSMUSG00000035172,335.4451338479741,1.2399152042432455,0.20925424878771462,5.474257153299771e-10,1.280465456003617e-8,463.7914324702715,469.9891231587087,566.5184538357344,428.2547187526426,425.55472890357976,219.70624038006915,271.5644437570762,289.4298433724949,612.9307320412703,267.8772820189505,181.5509049574333,342.83639162522365,484.6802862680086,191.84103321093156,267.3771864816785,419.481954858373,216.30526869855652,468.18947243614446,473.52068624591277,301.7964726173522,242.5266843905353,141.1726645785153,88.53800611187825,160.85354572444268,93.9403982779691,191.94261279349985,674.9071764772657,356.7953219052467,278.3366105435211,332.55888843675234,272.4377895961865,193.16806407119282,221.85715768069244,457.7902280060839,670.5578799948984
E2f2,ENSMUSG00000018983,298.6383023030539,1.2397246086603848,0.2981513456935532,5.475337560314076e-6,2.8761654242514078e-5,329.49492340480566,302.0290653596792,284.32812966095344,375.8782423584345,243.92466824279262,431.3744475755016,225.099044635143,473.24601130822975,411.66989465458454,201.38292123410463,91.34636727418028,370.7281658591401,577.1765241054148,247.6245960595003,281.3969640500062,459.0331106021624,175.57245835921796,318.36884125657826,324.7336376998155,515.4137289555604,233.7474378967603,206.2522617246394,258.2358511596449,29.10683208347058,132.10368507839405,141.72106894430453,483.0914526363586,358.14171934639853,330.2797103984739,321.4999230255539,212.50147588502549,148.1500830376521,23.217609524723624,471.0420503957337,463.42767681394696
Gm20667,ENSMUSG00000093726,153.61227395594128,1.239556613715393,0.3530360948887932,7.47201435450799e-5,2.8913812459590486e-4,82.7641276798801,122.60585821531531,106.17767247990493,129.91420125230044,111.83007867131109,196.93181302359855,102.22387806825301,277.33667442935445,83.6408674853759,105.44105781596987,119.8921070473616,204.53967771538765,249.1232005754141,137.41804506598643,158.22320398541277,243.29953381785634,167.1449803579755,190.58065583871291,142.8828005879188,196.22980524091213,187.65639380444136,140.1714400070365,127.8882310504908,1.531938530708978,93.9403982779691,68.79663540985658,211.48913141433346,313.71060378838666,199.9319315171771,198.2714513007716,236.4760013694899,56.47710347844197,1.2898671958179793,186.73022458142896,223.867997377392
Ube2cbp,ENSMUSG00000032415,155.14968848328155,1.2395393234133187,0.2155467398541014,1.5590650907073847e-9,2.9547352494674047e-8,122.32433965265298,155.99851065607191,200.24111387149856,149.94050105008589,162.86662464211076,180.8557466543252,226.13160906007485,159.629830049454,291.43614764435665,99.7415411772688,74.21892341027147,206.8639922348807,242.956784719587,121.0911486225029,130.18364884875734,172.5868614274449,88.48851901304585,240.15365880253998,188.93593466171083,157.7290206683281,143.76016133556618,97.11878343344671,114.77148940428661,44.42621739056035,74.85875487775662,75.67629895084224,198.37352636538253,204.65241105508488,153.86918258920002,205.38078620797057,212.50147588502549,72.02876965366512,27.087211112177563,192.75378021308796,240.6057915738325
Glp1r,ENSMUSG00000024027,394.06638744556454,1.2394039172003795,0.6491253751442784,0.007561648851431827,0.01736653876002983,61.94296348368385,474.4747033373178,742.5311055306103,503.2249692776855,276.948315635663,113.87213678235291,706.2740666533845,58.85342218995021,727.9369248336621,12.34895271718566,42.24769486430838,780.969678549662,1102.5551550218822,312.93218183343447,308.4351065032097,505.77538557209544,394.68688639152197,393.27915684636133,477.0632350208199,629.6741218806485,311.6632505290137,40.048982859153284,167.23845598910336,1.531938530708978,107.1507667858085,38.52611582951968,899.51191294055,1118.8562735972075,21.56128673224459,8.689187108798755,21.79502316769492,623.7036645010547,0,1020.3903240030344,785.6302150954269
Nedd1,ENSMUSG00000019988,825.0911173106418,1.238472985991364,0.2493938579636176,1.1868762810415485e-7,1.0779971776750579e-6,603.2932325847864,822.3563660783344,753.9327347901974,885.7786449020484,577.9138293752318,1181.5908781415915,993.3269767844384,1081.9355147796327,948.801090537233,896.7239511556356,761.600337148478,975.0499409273309,1428.1419122095522,805.4602245451878,504.71199245979767,932.4484596566119,540.7631717463913,1210.6828946054654,1613.0405421743562,880.5502019987766,651.8590521627963,667.816789176381,718.1416051296791,82.7246806582848,418.32833608158114,388.0130237115911,1065.0964266835554,1078.4643503626512,890.8731654368332,887.0870111982729,1021.0968354065071,355.23279579193934,99.3197740779844,1120.3813474885737,1035.6510159047573
Ms4a6d,ENSMUSG00000024679,139.92872152261333,1.2381454689136968,0.2261171755444602,7.627218203776287e-9,1.0992976274392567e-7,110.35217023984013,81.23884101258697,138.95735660121787,139.15710885127834,147.10533838642263,183.5350910492041,124.9402954167537,112.86957680264425,171.20240063412882,146.2875937266609,125.60125500199787,102.26983885769383,175.1262103054891,253.0668948739948,140.19777568327711,171.38834155642095,105.34347501553077,309.5558629518979,297.57409709219456,273.2313743860802,143.76016133556618,150.18368572182482,79.52024623011287,44.42621739056035,61.64838636991722,49.533577495096736,214.76803267657118,111.75098761560555,122.50731097866245,118.48891511998302,171.09093186640513,40.92543730321882,36.11628148290342,103.60515686453478,140.17902639518937
Btla,ENSMUSG00000052013,11.918352135365511,1.237403199779128,0.67923264720892,0.008833637606234908,0.019924732784600132,13.533756727527564,2.990386785739398,4.275610972345165,1.5404845998296495,1.5010748814941084,10.717377579515569,5.162822124659243,4.031056314380152,0,2.849758319350537,4.567318363709013,0,2.4665663423308324,9.524022925365397,9.012714151067815,26.367437162526304,4.2137390006212305,68.30058186127285,126.35090630501912,6.209803963320004,7.681840682053155,8.009796571830655,3.279185411551046,0,1.467818723093267,3.4398317704928285,17.487473398601217,1.3463974411518742,10.780643366122295,11.848891511998303,17.436018534155938,4.911052476386258,3.869601587453938,0,21.968354882828184
Blm,ENSMUSG00000030528,816.9007446992428,1.2373671626455172,0.2495331062174304,1.233143324687143e-7,1.1109098908899639e-6,652.2229684458475,817.372388102102,816.6416957179265,1065.5018482155076,661.2234852981547,1055.6616915822835,699.0461156788616,1451.1802731768546,727.9369248336621,592.7497304249117,551.5036924178634,1135.4276427723507,1446.6411597770334,834.032293321284,614.8673876395154,1455.0031234230423,620.8242127581947,853.7572732659105,1124.1688112371794,1049.4568698010808,711.1189659957778,613.7506623165241,763.230404538506,117.95926686459129,397.77887395827537,361.87030225584556,1123.0236823164219,860.3479648960476,757.5852110920486,827.8425536382814,870.7111755494121,305.30376228201237,105.7691100570743,1244.4665935007492,1305.5479473223606
Soat2,ENSMUSG00000023045,3.6874003088802976,1.236598668947994,0.6201081980604638,0.0064830538037009364,0.01516724552889559,5.2052910490490625,3.987182380985864,4.275610972345165,3.594464066269182,5.25376208522938,1.339672197439446,2.0651288498636973,1.6124225257520606,0,6.6494360784845865,3.4254887727817604,3.4864717792395625,6.166415855827082,0,5.007063417259897,4.7940794840956915,4.2137390006212305,11.016222880850458,20.074443057806775,4.967843170656003,1.0974058117218792,0,0.8197963528877615,0,2.935637446186534,2.751865416394263,6.011318980769168,4.039192323455622,0,3.159704403199547,2.1795023167694922,0,1.2898671958179793,2.4094222526635996,5.230560686387663
Banf1,ENSMUSG00000024844,3152.103371251257,1.2358954198585252,0.19453448676318374,3.740208150318571e-11,1.557492560034908e-9,3012.822459189598,3512.707677648546,3808.856774530818,3114.346365988941,3465.231363929149,4747.798267725397,4034.229208208733,4430.130889503786,6274.371949957652,2378.598277217915,2263.106249217816,3600.3631906947217,4538.4820698887315,2360.5971107869946,2964.181543017859,3925.1525776033473,2016.9764016306958,3997.7872834606314,3894.441953214515,3529.6525727510907,3026.645228728943,2039.4944521023808,2538.9093048933973,675.5848920426592,1692.394987726537,1422.0264539217353,3733.5755706013597,3417.156705643457,3301.81704549691,3260.025018001133,4199.900964414812,1330.0767123546116,619.13625399263,3669.550090806662,3527.49012689984
Vrk1,ENSMUSG00000021115,1459.0497586115084,1.2357725694406791,0.23505080340014922,2.5545168376795478e-8,2.971633110825307e-7,1346.6087943889925,1296.332671618029,1621.881762176266,1892.7420783240293,1346.4641687002154,2233.2335531315566,1682.0474482139816,1779.3082571673988,1411.4396388157184,1203.5479302057101,952.2858788333293,1988.4510714262972,2853.817258076773,1443.5697605446694,999.4098580850755,1695.905617498851,964.9462311422618,1753.7826826313928,2016.8911025137631,2446.6627615480816,1304.8155101373145,913.1168091886948,1342.0066296772657,292.6002593654148,782.3473794087114,684.5265223280729,2640.0619996450773,1254.8424151535467,1343.6601868139696,1412.3878682301977,1230.3290578163783,515.6605100205571,225.72675926814637,2474.4766534855166,1720.8544658215412
Rpl23,ENSMUSG00000071415,8421.973364329724,1.235445818360792,0.16566182818909783,1.5768567084968266e-14,3.547043375402815e-12,8622.564622749773,9789.529540915542,11519.921163155323,10846.038572533953,10548.0531922591,16045.253908732244,7511.906191379199,8468.443105249822,9634.382423471738,5888.550607217993,6322.310444964202,9469.257352414652,11982.579291043185,8857.34132058982,8633.178744039515,13228.063816491036,7041.157870038077,10347.538151982835,11344.4220268441,10448.61614868224,9964.444770434664,4587.610986516009,6215.695947595008,2284.120349287086,4222.914466339329,3675.1162635945384,14286.17279956978,7226.115066662109,7940.433868392985,7858.184850757274,7714.348450205618,3534.3207655059773,2419.790859354529,8618.503397777695,7672.186414793424
Ugt1a6a,ENSMUSG00000054545,1.3731246490821967,1.2342291559230627,0.8122349921902355,0.012260964002260583,0.026579225666073132,0.5205291049049063,0.498397797623233,0,0.5134948666098832,0,1.339672197439446,0,2.418633788628091,1.3068885544589985,12.34895271718566,1.1418295909272533,3.4864717792395625,0,0,0,2.3970397420478458,1.4045796668737436,1.101622288085046,2.3616991832713854,0,2.1948116234437585,0,0,0,0,0.6879663540985658,3.825384805944016,1.3463974411518742,0.9800584878292995,0,1.0897511583847461,0.8185087460643764,0,0,6.276672823665195
Dtl,ENSMUSG00000037474,1739.4982857957298,1.2340904027282356,0.2715119000967529,9.504249470444726e-7,6.269054001209485e-6,1143.602443476079,1517.1228959651212,1423.0658519622157,1668.3448216155105,993.7115715490999,3150.909008377577,1655.2007731657534,2787.878547025313,2006.0739310945628,1070.5592086360184,1002.5263808341285,2338.26040661,3138.7056706159847,1952.4246996999063,1463.063930523342,2241.2321588147356,1155.969065837091,1870.554645168408,1810.2424239775169,1885.2964832639534,1383.8287285812899,1353.655620639381,1677.3033380083602,315.5793373260494,952.6143512875303,780.1538455477736,2860.8413513024175,2455.8289326610184,2148.2882053218245,2309.743918738869,2777.775702722718,596.6928758809304,131.56645397343388,2792.520390837112,2071.3020318095146
Xndc1,ENSMUSG00000099481,180.54142082324665,1.2335778956658998,0.27810597729723585,1.5878361852709806e-6,9.764790995674666e-6,193.63682702462515,225.27580452570132,175.30004986615177,231.5861848410573,190.63650994975177,203.6301740107958,83.63771841947974,435.3540819530564,112.39241568347387,240.32961826522862,173.55809782094252,373.05248037863316,480.98043675451237,80.27390751379406,90.12714151067816,233.71137484966496,153.09918368923806,190.58065583871291,296.39324750055886,125.4380400590641,175.58492987550068,96.11755886196788,85.2588207003272,85.78855771970275,74.85875487775662,98.3791886360949,200.0129769965014,149.45011596785804,114.66684307602804,128.75795443038155,116.60337394716784,73.66578714579387,43.855484657811296,286.7212480669683,300.23418339865185
Ighv5-16,ENSMUSG00000094194,12.6861091676999,1.2330518569335167,1.1309037435933933,0.002298233867415082,0.006058728472597329,0,0,0,0,0,0,0,0,0,0,0,0,0,1.360574703623628,0,53.93339419607653,39.32823067246482,26.4389349140411,38.96803652397786,0,104.25355211357854,0,0,0,0,0,157.93374413111724,0,1.960116975658599,7.109334907198981,4.3590046335389845,0,0,0,8.36889709822026
Il18rap,ENSMUSG00000026068,7.627215962102145,1.2324721820585471,0.5985643326145741,0.005735197151022696,0.013597366058704223,6.766878363763782,1.495193392869699,2.1378054861725824,3.080969199659299,5.25376208522938,1.339672197439446,3.097693274795546,1.6124225257520606,1.3068885544589985,6.6494360784845865,2.2836591818545067,4.648629038986083,4.933132684661665,4.081724110870884,6.008476100711877,21.57335767843061,1.4045796668737436,25.337312625956052,60.22332917342033,11.177647133976008,2.1948116234437585,2.002449142957664,3.279185411551046,1.531938530708978,2.935637446186534,3.4398317704928285,15.301539223776064,0,9.800584878292995,7.899261007998868,9.807760425462716,4.092543730321882,2.5797343916359585,3.6141333789953993,24.06057915738325
Xkr5,ENSMUSG00000039814,122.32207553398612,1.232418050299526,0.3315599615344614,3.434400660136984e-5,1.4589232172403297e-4,95.77735530250276,126.59304059630118,137.53215294376946,146.85953185042658,138.84942653820502,104.49443140027678,160.04748586443654,98.35777407087569,179.0437319608828,157.68662700406304,139.30321009312493,151.0804437670477,284.8884125392112,77.5527581065468,122.17234738114149,113.85938774727266,87.0839393461721,202.69850100764842,277.4996540343878,145.3094127416881,103.15614630185665,89.10898686161605,140.18517634380723,3.063877061417956,71.92311743157009,33.71035135082972,57.927255632866526,152.1429108501618,123.48736946649174,126.3881761279819,92.62884846270342,40.92543730321882,3.869601587453938,198.77733584474697,97.28842876681053
Mbtd1,ENSMUSG00000059474,2618.4945865017776,1.231457185882018,0.24703451859499767,1.0848467428747683e-7,9.973711327063711e-7,2031.6250964438493,2013.028704600238,2065.1200996427146,2395.967047601715,1487.5652075606615,4423.597595945051,2539.075920907416,4497.046424322497,2677.814648086488,1544.5690090879912,1515.2078671604652,3608.498291512947,4363.355859583243,2646.3177985479565,1884.6586702566253,4173.246190905299,2074.5641679725195,2904.9779736802657,2996.9962635713882,4026.436889816691,2176.155724644487,1910.3364823816114,2216.729338208507,459.5815592126933,1315.1655758915674,1443.353410898791,4097.533610709747,2578.351099805839,3342.9795019857406,3628.9205070746802,3136.3038338312995,1228.581627842629,312.14786138795097,3996.0268060425797,3935.4738604380777
Notch1,ENSMUSG00000026923,6474.410853686333,1.2313647642574035,0.2776852538957814,1.601524087609773e-6,9.838459230392962e-6,6964.679423627646,5963.329648561983,6687.055560747838,5228.91822668844,3484.745337388573,7224.852160790932,4755.991741236096,11141.033441683863,6232.551516214964,4305.0349010988775,3168.5771148231283,7422.698418001029,5755.732559828998,4089.887559092626,4434.255362325365,10622.481616885028,4708.151043360788,6639.477530288571,6210.088002412108,6119.140825455533,5763.57532316331,2776.3957367108014,4350.659244775351,585.2005187308296,2893.0707032168293,5454.885221647528,15406.46406416767,11678.651404551358,8705.8595473876685,9246.085009862676,4842.854147861812,4969.166597356829,1031.8937566543834,7963.140545053197,19777.796067369032
Sept9,ENSMUSG00000059248,2726.9539239249934,1.2298578950420178,0.18845456364686122,1.2057537262765261e-11,6.20112958071575e-10,4442.715910363375,3747.4530403290887,4519.320797768839,4042.7450848196104,3643.108737386201,3148.229663982698,2322.237391671728,2995.0748415844523,3167.8978560086125,2124.969786795717,1579.1503242523916,2177.88270476498,2313.639229106321,1167.373095709073,2294.236457788485,3667.4708053332038,1747.297105590937,3359.9479786593897,3474.059498592208,4795.210620475707,2307.844422051112,999.2221223358744,619.7660427831478,1518.151083932597,1231.4999086752512,1362.1733811151603,4590.46176713282,2617.3966255992436,3186.1701439330527,3521.4905573658957,2375.6575252787466,1154.0973319507707,1728.4220423960921,2863.598347290688,4637.415104551302
Rhbdd1,ENSMUSG00000026142,677.6607713010864,1.229815687906865,0.13945291730588724,2.095591396217564e-19,2.6546731218716083e-16,676.6878363763782,800.9252607805354,828.7559268062378,801.0519919114178,613.1890890903433,680.5534762992386,808.4979447216375,746.5516294232041,929.197762220348,657.3442523301906,640.5664005101892,746.1049607572663,822.5998751673327,884.3735573553582,733.034084286849,793.4201546178369,456.4883917339667,1041.0330622403683,856.1159539358772,659.4811809045844,628.8135301166368,367.4494177327314,456.6265685584832,156.25773013231574,277.4177386646275,435.48270214439214,1070.014778576912,828.0344263084027,762.485503531195,695.1349687039004,717.056262217163,321.6739372032999,251.52410318450595,856.5496108219096,717.6329261723873
C630004M23Rik,ENSMUSG00000103570,3.131894687935309,1.2297664949529366,0.6271405934571158,0.007043111452171844,0.0163047657538063,2.6026455245245312,2.491988988116165,2.8504073148967763,4.621453799488949,6.004299525976434,1.339672197439446,4.1302576997273945,3.224845051504121,3.9206656633769956,4.749597198917562,2.2836591818545067,3.4864717792395625,6.166415855827082,4.081724110870884,2.002825366903959,4.7940794840956915,1.4045796668737436,9.914600592765412,16.5318942828997,3.7258823779920025,1.0974058117218792,2.002449142957664,1.639592705775523,0,1.467818723093267,0,1.639450631118864,2.6927948823037484,0.9800584878292995,0,1.0897511583847461,0,1.2898671958179793,1.2047111263317998,4.18444854911013
Mab21l3,ENSMUSG00000044313,5.108516075212469,1.2281551283110068,0.7646467432389121,0.011953788907259915,0.025997627650568254,53.093968700300444,2.990386785739398,2.1378054861725824,2.0539794664395328,0.7505374407470542,0,2.0651288498636973,12.093168943140455,1.3068885544589985,3.7996777591340494,3.4254887727817604,1.1621572597465208,1.2332831711654162,1.360574703623628,1.0014126834519794,10.786678839215305,1.4045796668737436,12.117845168935505,24.797841424349546,4.967843170656003,1.0974058117218792,0,0.8197963528877615,3.063877061417956,1.467818723093267,0,7.104286068181744,0,6.860409414805097,4.739556604799321,1.0897511583847461,1.6370174921287528,0,0,8.36889709822026
Prpf39,ENSMUSG00000035597,780.889262601061,1.2280245739881366,0.2342356806284124,2.791094255186717e-8,3.197470139366449e-7,437.24444812012126,475.9698967301875,349.17489607485516,681.407687991315,359.50743411783895,852.0315175714876,879.744890041935,1529.3827656758294,943.5735363193969,1093.3572751908227,806.1316911946409,1700.23607100916,1964.6200916665082,534.7058585240858,332.4690109060572,1009.1537314021431,741.6180641093366,1012.3908827501571,1526.8385219849506,650.7874553559365,662.833110280015,440.53881145068607,417.27634361987066,481.028698642619,344.93739992691775,465.75322172472903,791.308171286705,593.7612715479765,666.4397717239236,528.4605614351243,913.2114707264172,306.94077977414116,243.78490000959806,1415.5355734398647,1178.9683787117792
Cep128,ENSMUSG00000061533,769.4617189122979,1.2278406880981148,0.2541000069901661,2.3692124598995009e-7,1.918287364941081e-6,741.2334453845865,1007.760346794177,1043.2490772522203,1326.3572404533281,773.0535639694658,1094.5121853080275,924.1451603140046,702.2100099650224,913.51509956684,398.0162452692917,440.7462220979198,921.590706978991,1421.975496353725,734.7103399567592,632.8928159416511,1311.1807389001715,535.1448530788963,625.721459632306,758.1054378301147,1613.3070696705372,683.6838207027308,443.54248516512257,614.0274683129334,117.95926686459129,437.4099794817936,368.06199944273266,918.6388369702702,910.164670218667,736.0239243598039,855.4899671662774,518.7215513911392,301.2112185516905,105.7691100570743,1254.1042825114037,746.9240660161582
Gm18726,ENSMUSG00000112218,1.6559869000547645,1.2263159093463134,0.7165453855301135,0.010731741130864805,0.023636824559786267,2.6026455245245312,1.993591190492932,2.1378054861725824,1.5404845998296495,0.7505374407470542,0,1.0325644249318486,4.031056314380152,2.613777108917997,0.9499194397835123,0,2.3243145194930417,2.4665663423308324,0,1.0014126834519794,1.1985198710239229,4.2137390006212305,4.406489152340184,2.3616991832713854,0,1.0974058117218792,1.001224571478832,0,1.531938530708978,1.467818723093267,0,2.73241771853144,1.3463974411518742,1.960116975658599,1.5798522015997736,1.0897511583847461,0,0,1.2047111263317998,7.3227849609427285
Rhebl1,ENSMUSG00000023755,225.2687819526556,1.226017800782824,0.2488297010278678,1.4686571519629714e-7,1.2896766467518666e-6,219.14275316496554,216.80304196610635,190.97729009808404,255.72044357172183,216.15478293515162,251.85837311861584,204.44775613650603,377.30687102598216,305.81192174340566,206.13251843302217,111.89929991087084,388.160524755338,578.4098072765803,104.76425217901937,144.20342641708504,354.7618818230812,192.4274143617029,324.9785749850885,524.2972186862476,145.3094127416881,258.9877715663635,128.1567451492905,133.62680552070515,91.91631184253868,136.50714124767384,94.2513905115035,250.8359465611862,113.09738505675743,155.82929956485862,196.6915990991718,248.4632641117221,68.75473466940761,74.81229735744279,283.10711468797297,335.80199606608795
Tbx21,ENSMUSG00000001444,6.100526109084039,1.2255938405509958,0.7060299993424158,0.010408828815851453,0.02300974474363782,9.369523888288313,3.488784583362631,1.4252036574483882,1.5404845998296495,0,1.339672197439446,1.0325644249318486,25.79876041203297,2.613777108917997,19.94830823545376,2.2836591818545067,2.3243145194930417,0,0,2.002825366903959,8.38963909716746,1.4045796668737436,14.321089745105596,22.436142241078162,26.08117664594402,6.584434870331275,3.0036737144364962,0,4.595815592126933,1.467818723093267,0.6879663540985658,8.19725315559432,0,3.920233951317198,10.26903931039853,15.256516217386446,3.2740349842575056,0,0,10.461121372775326
Nkg7,ENSMUSG00000004612,10.18515054446812,1.2255325275149265,0.5607850695455504,0.004408932371796019,0.010773461244340952,6.766878363763782,0.498397797623233,2.1378054861725824,2.0539794664395328,2.251612322241163,13.39672197439446,6.195386549591092,1.6124225257520606,1.3068885544589985,4.749597198917562,4.567318363709013,1.1621572597465208,2.4665663423308324,21.769195257978048,10.014126834519795,13.183718581263152,4.2137390006212305,46.268136099571926,37.787186932342166,16.145490304632013,14.26627555238443,5.0061228573941605,2.4593890586632847,4.595815592126933,1.467818723093267,6.879663540985657,19.673407573426367,4.039192323455622,13.720818829610193,19.74815251999717,37.05153938508137,2.455526238193129,7.739203174907876,0,18.830018470995586
H2afx,ENSMUSG00000049932,2732.6155874390784,1.2250128697558982,0.22113774105700057,5.3842184321419975e-9,8.382454944581225e-8,2660.944784273881,2686.862526986849,3493.174164406,2966.459844405295,2936.1024682024763,3213.873601657231,2105.3988624360395,3236.1320091843854,3241.0836150583164,2394.746907694235,1518.633355933247,2884.4743186908645,3120.2064230485034,2853.125153498748,2660.7534999319096,4554.375509890907,1570.3200675648454,3041.5791374028113,3050.1344951949945,4564.205913040203,2751.1963699867515,2135.612010964349,2119.9933685677515,418.2192188835509,1504.5141911705987,1150.9677104069006,3607.337872005207,3449.470244231102,3336.1190925709357,3899.8651596490413,4081.118088150874,1137.7271570294831,456.61298731956464,3478.001021719906,3362.20440920999
Gm43310,ENSMUSG00000105111,4.3285413490261675,1.2242303088473987,0.5416422464311055,0.003705405007035446,0.00926697767189694,5.2052910490490625,10.466353750087892,4.275610972345165,11.810381932027314,6.004299525976434,4.019016592318338,9.293079824386638,5.643478840132212,6.534442772294993,5.699516638701074,4.567318363709013,10.459415337718687,9.86626536932333,6.80287351811814,3.0042380503559385,1.1985198710239229,1.4045796668737436,3.3048668642551373,2.3616991832713854,0,3.2922174351656377,3.0036737144364962,0.8197963528877615,0,0,1.3759327081971315,7.650769611888032,1.3463974411518742,1.960116975658599,5.529482705599208,4.3590046335389845,1.6370174921287528,2.5797343916359585,6.023555631658999,0
Gcfc2,ENSMUSG00000035125,185.99455913590145,1.2240161616375433,0.253458566767201,2.4143678448908837e-7,1.9474336346742188e-6,168.13090088428473,205.83829041839522,169.5992352363582,261.36888710443054,139.59996397895208,249.17902872373696,111.51695789263965,424.06712427279194,112.39241568347387,212.78195451150677,140.44503968405218,443.94407322317096,468.6476050428582,175.51413676744804,131.18506153220932,252.88769278604772,151.6946040223643,170.7514546531821,255.06351179330963,180.08431493628012,185.4615821809976,113.13837657710802,97.55576599364363,73.53304947403093,92.47257955487582,101.81902040658773,236.08089088111643,226.19477011351486,134.26801283261403,105.85009750718484,100.25710657139665,56.47710347844197,58.04402381180906,299.97307045661813,203.99186676911884
Plscr2,ENSMUSG00000032372,101.76739738858676,1.2233681911018228,0.24833065338771584,1.4790160286593595e-7,1.2963742459505508e-6,92.13365156816842,112.63790226285066,89.07522859052426,108.86091172129524,132.09458957148155,62.96459327965396,219.93622251048376,83.03976007623112,175.1230662975058,87.39258846008313,145.01235804776118,132.48592761110336,92.49623783740623,159.1872403239645,64.09041174092668,98.27862942396168,82.87020034555087,236.84879193828485,180.66998752026097,103.08274579111207,145.95497295900995,42.05143200211094,40.989817644388076,21.447139429925688,36.695468077331675,55.72527468198383,56.287805001747664,53.855897646074965,92.12549785595415,122.43854562398246,134.03939248132377,62.2066647008926,58.04402381180906,116.85697925418458,64.85895251120702
Osmr,ENSMUSG00000022146,581.1709166130416,1.22291035503189,0.19881440860226854,1.3788265594527412e-10,4.3495381991439095e-9,769.3420170494514,888.6432731622244,894.3152950488636,899.6430063005154,881.8814928777887,434.0537919703805,913.8195160646861,823.1416993964269,543.6656386549435,691.541352162397,314.0031375049947,548.5382266003578,291.05482839503827,891.1764308734764,493.6964529418259,646.0022104818944,459.29755106771415,818.505360047189,582.1588486763965,630.9160826733124,662.833110280015,284.3477782999883,282.00994539338996,93.44825037324765,193.75207144831126,399.7084517312667,713.1610245367059,817.2632467791876,719.3629300667059,643.7897721519078,482.7597631644425,365.8734094907762,207.66861852669464,674.6382307458078,384.969266518132
Cd8b1,ENSMUSG00000053044,7.470047665975215,1.2218820251702989,0.6193413747758115,0.007021781889831323,0.016263209036407825,5.2052910490490625,0,0.7126018287241941,1.5404845998296495,0.7505374407470542,9.377705382076122,4.1302576997273945,2.418633788628091,6.534442772294993,3.7996777591340494,10.27646631834528,1.1621572597465208,1.2332831711654162,13.60574703623628,7.009888784163856,5.992599355119614,0,26.4389349140411,54.319081215241866,9.935686341312007,6.584434870331275,0,1.639592705775523,3.063877061417956,2.935637446186534,4.127798124591394,7.104286068181744,2.6927948823037484,17.641052780927392,15.798522015997737,15.256516217386446,7.366578714579387,1.2898671958179793,0,11.507233510052858
Orc1,ENSMUSG00000028587,113.05384880927319,1.2214714770973842,0.2824926844569317,2.687603151440646e-6,1.5434960690056052e-5,77.03830752592613,125.09784720343148,111.16588528097428,135.56264478500916,84.06019336367008,183.5350910492041,122.87516656689,127.38137953441279,188.1919518420958,104.49113837618636,116.46661827457984,141.78318568907554,231.85723617909827,97.96137866090122,56.079110273310846,170.18982168539705,98.32057668116205,126.68656312978027,135.79770303810466,84.45333390115206,93.27949399635973,87.10653771865839,95.9161732878681,3.063877061417956,61.64838636991722,61.22900551477235,179.24660233566246,111.75098761560555,105.84631668556435,101.11054090238551,181.9884434502526,43.380963541411944,12.898671958179792,168.65955768645196,130.76401715969158
