Gene_name,ID,baseMean,log2FoldChange,lfcSE,pvalue,padj,IR132H_AP_N5_R3,IR132H_AP_N5_R7,IR132H_AP_N5_R8,IR132H_AP_N5_R11,IR132H_AP_N5_R14,Adi_6_IR132H_AP_N6_R2,Adi_7_IR132H_AP_N6_R3,Adi_13_IR132H_AP_N6_R1,Adi_21_IR132H_AP_N6_R5,Adi_24_IR132H_AP_N6_R8,Adi_25_IR132H_AP_N6_R4,Adi_26_IR132H_AP_N6_R3,Adi_27_IR132H_AP_N6_R4,Adi_11_IR132H_AP_N6_R6,Adi_23_IR132H_AP_N6_R8,Adi_4_IR132H_AP_N6_R5,Adi_5_IR132H_AP_N6_R12,Adi_8_IR132H_AP_N6_R8,Adi_12_IR132H_AP_N6_R4,Adi_14_IR132H_AP_N6_R2,Adi_20_IR132H_AP_N6_R4,Adi13_IR132H_AP-8&9-R11,Adi18_IR132H_AP-8&9-401-R1,Adi20_IR132H_AP-14&15-R1,Adi21_IR132H_AP-14&15-R2,Adi22_IR132H_AP-14&15-R3,IAP10112H,IAP13R3
Calb1,ENSMUSG00000028222,441.77186540371866,2.649348749387837,0.43926103002676065,8.143359028348568e-11,9.553094624075795e-9,585.2867748369916,320.5737389457383,71.24862473049005,330.5003613293124,208.87963476019414,138.92955357088246,1471.1125504625536,47.3093472390536,157.82516944303126,588.5167245349502,1200.3896760214068,465.3931013871277,118.46420715841681,511.0406880447452,620.283533747204,159.69068383696717,1768.6718197377093,18.136510854700713,73.42218736850381,338.2877789719673,664.8876981645247,6.1584731559322545,191.61368925208998,534.8193061893859,1447.8721773194818,59.07854060341224,264.78861723141443,6.431062405935031
Gm31518,ENSMUSG00000110447,2.5742323855992857,2.6461227380244754,0.6856212373149445,1.2781604945152575e-6,2.743954949625355e-5,6.9868944654553635,1.012871213098699,2.1374587419147013,3.0839847091382184,3.0605074690138334,1.3488306171930335,2.0911336893568637,0,0,7.667970352246908,2.3084416846565516,1.16932940047017,0,2.762382097539163,11.390849534589725,0,14.449933167791743,0,0,6.2185253487494,2.2462422235287995,0,1.3493921778316196,1.9955944260797982,0.7981654781254034,0,0,0
Dclk3,ENSMUSG00000032500,211.8105815776408,2.626023534849518,0.4623251927896125,6.62475752101365e-10,4.921117455402112e-8,230.567517360027,216.24800399657227,116.84774455800368,464.6536961768249,291.51333642356764,98.46463505509145,594.9275346220277,50.57206084174695,10.700011487663136,183.0727921598949,122.34740928679723,39.757199615985776,14.963899851589492,357.72848163132164,213.31954582958937,20.5662244335488,394.4831754807146,7.934723498931561,45.738411803330244,101.98381571949015,954.6529449997398,7.8380567439137785,126.84286471617224,324.2840942379672,728.7250815284933,26.75254668833762,174.4920380833745,10.718437343225052
Pgr,ENSMUSG00000031870,97.26661470981252,2.6223107217934403,0.3918095552081632,1.3009183771025285e-12,6.071329504268931e-10,91.36708147133938,71.91385613000763,64.83624850474594,67.84766360104081,100.23161961020304,56.65088592210741,146.37935825498045,25.286030420873477,20.062521539368383,86.26466646277771,123.50163012912552,87.69970503526275,6.234958271495622,125.68838543803193,481.52227578038384,38.712893051385976,502.85767423915263,1.1335319284187946,8.425496911139781,95.76529037074076,160.60631898230918,6.1584731559322545,71.51778542507584,97.78412687791011,118.12849076255971,15.605652234863612,42.70784148893781,8.574749874580041
Sowahb,ENSMUSG00000045314,42.507139811472285,2.617404532925913,0.5614031075064804,9.953289504235405e-8,3.236059141216583e-6,81.69291990378579,10.63514773753634,66.97370724666065,39.06380631575077,35.19583589365909,21.581289875088537,11.50123529146275,6.525427205386704,4.012504307873677,72.84571834634562,6.9253250539696545,1.16932940047017,3.740974962897373,34.529776219239544,346.9031449170507,1.2097779078558117,261.54379033703054,2.267063856837589,1.2036424158771117,42.285972371495916,34.816754464696395,4.478889567950731,31.036020090127252,21.951538686877782,23.1467988656367,1.1146894453474008,12.202240425410803,9.646593608902545
Igfbp6,ENSMUSG00000023046,94.83858811421285,2.613374315754875,0.5550779857016617,8.32738653863396e-8,2.802074203940343e-6,290.2248470266074,26.334651540566178,161.0218918909075,98.68751069242299,282.33181401652615,49.90673283614225,55.41504276795689,29.364422424240164,0,109.26857751951843,23.084416846565517,9.35463520376136,3.740974962897373,56.62883299955285,483.5933393321274,6.048889539279059,546.2074737425279,5.667659642093972,0,104.47122585898991,110.06586895291119,7.8380567439137785,63.42143235808612,44.90087458679546,60.66057633753066,5.573447226737004,19.523584680657287,2.1436874686450103
Gm26805,ENSMUSG00000097268,5.68037611632377,2.6064098914464497,0.518686802919133,2.0665992654331716e-8,8.751602081879442e-7,6.9868944654553635,12.660890163733738,2.1374587419147013,8.737956675891619,4.59076120352075,1.3488306171930335,4.1822673787137274,0.815678400673338,0,15.335940704493815,5.771104211641379,12.86262340517187,1.2469916542991244,2.762382097539163,11.390849534589725,4.839111631423247,17.339919801350092,0,0,7.46223041849928,7.861847782350798,0,12.144529600484576,3.9911888521595964,11.174316693755648,1.1146894453474008,1.2202240425410804,1.0718437343225051
Mlip,ENSMUSG00000032355,76.61353218507004,2.603583106316123,0.5160216391601812,1.8906395352084773e-8,8.166649807214405e-7,97.27906909595545,13.167325770283089,79.79845969814886,63.73568398885651,115.53415695527221,41.81374913298404,54.36947592327846,31.81145762626018,6.687507179789461,172.52933292555542,11.542208423282759,9.35463520376136,7.481949925794746,38.67334936554828,557.1160954190248,7.2586674471348704,447.947928201544,1.1335319284187946,2.4072848317542235,83.32823967324195,106.69650561761799,3.9190283719568892,48.578118401938305,34.92290245639647,72.63305850941171,15.605652234863612,13.422464467951883,6.431062405935031
Rasal1,ENSMUSG00000029602,176.03472755552409,2.597221582881734,0.41128729362388966,1.6217718355722e-11,2.9072738756022173e-9,503.0564015127862,137.24404937487373,250.79515905132496,182.4690952906779,471.3181502281304,74.18568394561684,73.18967912749022,35.07417122895353,12.037512923621028,294.2583622674751,131.58117602542345,58.4664700235085,26.18682474028161,109.11409285279694,469.0958944699223,35.08355932781854,991.2654153105135,9.068255427350357,13.240066574648228,118.1519816262386,389.72302578224674,19.595141859784444,128.19225689400386,60.86562999543385,224.28449935323835,51.27571448598044,45.14828957401998,15.005812280515071
Olfr316,ENSMUSG00000107677,7.488625787074255,2.5966385741916964,0.7785257172294512,4.23216538815107e-6,7.660718933627923e-5,31.172298384339314,2.025742426197398,9.974807462268608,4.111979612184291,8.416395539788041,1.3488306171930335,4.1822673787137274,0.815678400673338,0,17.252933292555543,1.1542208423282758,0,0,4.143573146308745,54.88318412120503,0,52.01975940405027,0,0,7.46223041849928,6.738726670586399,0.5598611959938413,1.3493921778316196,0.9977972130398991,0,0,0,1.0718437343225051
Hpcal4,ENSMUSG00000046093,3300.2186312704293,2.596627940119403,0.44604724563776454,3.203692846566617e-10,2.7510751212036852e-8,10751.218222074545,2484.0666501245596,2802.2084106501734,3624.7100281404523,5687.188004294956,1752.1309717337506,4563.899277021355,1176.2082537709532,216.67523262517852,5196.008409941311,1727.8686009654289,1555.208102625326,160.86192340458703,3680.874144970935,8253.188253698192,1085.1707833466633,14033.77509255934,21.537106639957095,151.65894440051608,3629.1313935301496,5813.274874492534,254.7368441771978,2553.050000457424,3070.2220245237695,6393.305479784482,687.7633877793463,967.6376657350767,112.54359210386303
Lamp5,ENSMUSG00000027270,340.5814831242321,2.596014533640071,0.6035461003543461,4.152304885426189e-7,1.049255295590188e-5,195.63304503275018,227.38958734065795,323.4687562764248,288.3525703044234,273.1502916094846,186.13862517263865,529.0568234072865,44.04663363636025,0,194.57474768826526,51.939937904772414,198.7859980799289,9.975933234392995,261.04510821745095,3295.0621108240457,88.31378727347426,1254.2541989643232,0,31.294702812804903,317.1447927862194,534.6056491998543,5.038750763944572,318.4565539682622,188.58367326454095,504.440582175255,40.12882003250643,137.8853168071421,37.51453070128768
Caln1,ENSMUSG00000060371,914.1836673318537,2.581859704979081,0.4838892903848114,4.75258374422027e-9,2.535906411636024e-7,1733.8247342737695,754.5890537585308,481.64070317811274,1277.2836670347453,1015.3233528453393,438.36995058773596,2451.8542507709226,177.81789134678766,10.700011487663136,1340.936315349178,537.8669125249766,322.7349145297669,53.620641134862346,1827.3157575221564,1642.353396532664,278.24891880683674,2657.3427095569014,10.20178735576915,131.19702333060516,391.7670969712122,2714.5837271345545,32.47194936764279,734.0693447404011,1553.570260703123,2119.129344422946,80.25764006501286,789.4849555240789,38.58637443561018
9130024F11Rik,ENSMUSG00000087022,25.572768418213133,2.5756101788382817,0.5780882669730915,2.542613061551829e-7,7.019359718285824e-6,42.99627363357147,7.090098491690894,29.21193613950092,22.101890415490566,25.249186619364128,16.185967406316404,7.318967912749023,2.4470352020200137,2.675002871915784,14.377444410462951,6.9253250539696545,8.18530580329119,2.493983308598249,15.193101536465397,155.32976638076897,0,234.08891731822624,1.1335319284187946,4.814569663508447,53.479317999244834,31.447391129403194,1.679583587981524,20.240882667474295,3.9911888521595964,1.5963309562508068,3.3440683360422025,2.440448085082161,0
Npy5r,ENSMUSG00000044014,15.715754979144984,2.5440676144965693,0.48169282134837255,6.927982630569285e-9,3.483136560024857e-7,30.097391543500027,25.828215934016825,4.987403731134304,8.737956675891619,31.370201557391795,2.697661234386067,15.683502670176477,1.631356801346676,2.675002871915784,9.584962940308634,19.62175431958069,17.53994100705255,1.2469916542991244,16.57429258523498,56.954247672948625,12.097779078558117,57.79973267116697,0,1.2036424158771117,8.705935488249159,51.66357114116239,0,17.542098311811056,14.966958195598487,19.155971475009682,5.573447226737004,6.101120212705402,0
Gm33651,ENSMUSG00000104939,5.088711033851132,2.540423800254136,0.8788838124211479,8.053777727251343e-6,1.3074014963274645e-4,1.0749068408392868,0.5064356065493495,0,7.195964321322509,0.7651268672534584,1.3488306171930335,29.27587165099609,0,0,0,1.1542208423282758,0,0,20.717865731543725,7.248722431102552,0,8.669959900675046,0,1.2036424158771117,0,29.201148905874394,0,1.3493921778316196,11.97356655647879,18.357805996884277,0,2.440448085082161,0
Pak6,ENSMUSG00000074923,217.91694004268686,2.524913185779211,0.36362468275329735,2.9227733015107215e-13,2.728091184210094e-10,499.29422756984866,301.32918589686295,175.27161683700552,201.48700099703026,459.84124721932847,87.67399011754719,164.1539946145138,82.38351846800713,45.47504882256833,481.16513960349346,185.8295556148524,136.8115398550099,12.469916542991244,183.69840948635436,731.085433765486,66.53778493206966,661.8069390848618,19.270042783119507,25.276490733419344,141.7823779514863,440.26347581164475,9.517640331895302,190.26429707425837,221.5109812948576,412.65155219083357,51.27571448598044,96.39769936074535,17.149499749160082
